40 (0.991864831039) 
36 (0.969649561952) 
64 (0.823216520651) 
58 (0.999687108886) 
44 (0.817271589487) 
48 (0.942740926158) 
34 (0.951188986233) 
29 (0.995306633292) 
3 (0.88829787234) 
56 (0.945244055069) 
5 (0.929599499374) 
62 (0.957446808511) 
7 (0.962453066333) 
52 (0.996558197747) 
60 (0.985294117647) 
25 (0.894868585732) 
66 (0.945244055069) 
42 (0.849186483104) 
9 (0.899249061327) 
25 36 40 29 (0.862327909887) 
25 56 58 52 (0.842302878598) 
25 34 58 36 (0.827596996245) 
48 36 7 52 (0.893617021277) 
62 3 66 52 (0.80788485607) 
60 62 5 36 (0.849812265332) 
3 34 66 52 (0.806320400501) 
34 29 66 58 (0.901439299124) 
56 36 7 29 (0.880788485607) 
62 56 58 3 (0.821964956195) 
9 34 36 29 (0.83041301627) 
56 58 40 52 (0.935544430538) 
34 58 40 36 (0.913329161452) 
34 56 29 52 (0.899561952441) 
5 36 40 52 (0.889236545682) 
3 56 58 66 (0.803504380476) 
29 48 66 40 (0.888923654568) 
3 34 58 52 (0.844493116395) 
60 5 58 34 (0.889549436796) 
62 5 66 34 (0.828222778473) 
56 5 7 66 (0.805068836045) 
40 36 7 52 (0.920525657071) 
9 56 58 66 (0.811013767209) 
62 56 5 7 (0.822277847309) 
25 62 29 48 (0.818210262829) 
60 3 56 66 (0.803504380476) 
60 42 29 40 (0.832603254068) 
9 34 29 52 (0.858260325407) 
25 5 36 58 (0.80788485607) 
52 58 66 48 (0.895181476846) 
9 29 66 34 (0.816020025031) 
62 5 58 7 (0.859511889862) 
60 25 58 48 (0.854192740926) 
62 29 48 40 (0.890801001252) 
60 29 66 34 (0.901752190238) 
9 5 36 58 (0.808823529412) 
56 58 40 34 (0.894868585732) 
40 36 66 7 (0.87140175219) 
56 36 7 58 (0.88266583229) 
62 40 66 52 (0.896745932416) 
36 58 29 52 (0.961201501877) 
9 62 48 52 (0.800688360451) 
60 62 5 29 (0.87859824781) 
25 58 66 7 (0.813204005006) 
9 62 40 52 (0.854192740926) 
40 36 7 34 (0.879224030038) 
34 29 40 58 (0.942428035044) 
56 58 66 40 (0.882978723404) 
56 58 48 34 (0.844806007509) 
9 56 58 48 (0.803504380476) 
34 29 66 7 (0.868272841051) 
62 56 29 66 (0.859511889862) 
60 25 62 52 (0.845118898623) 
42 58 66 29 (0.814455569462) 
34 58 48 52 (0.890801001252) 
9 34 58 52 (0.858573216521) 
62 34 48 52 (0.851376720901) 
9 62 56 40 (0.827596996245) 
56 7 48 52 (0.85450563204) 
62 5 29 7 (0.858573216521) 
60 3 7 52 (0.851689612015) 
60 3 56 40 (0.827909887359) 
62 56 5 58 (0.851689612015) 
34 29 40 48 (0.885481852315) 
5 58 7 34 (0.870463078849) 
60 62 7 66 (0.868898623279) 
3 36 40 7 (0.827909887359) 
9 62 29 52 (0.855444305382) 
56 29 66 52 (0.886420525657) 
29 58 40 52 (0.983416770964) 
62 42 40 52 (0.80788485607) 
60 62 29 52 (0.935544430538) 
60 3 58 34 (0.83604505632) 
25 29 40 52 (0.879849812265) 
25 5 40 52 (0.81914893617) 
56 58 66 34 (0.853879849812) 
60 56 58 34 (0.887984981227) 
60 56 5 52 (0.860763454318) 
56 7 48 34 (0.815707133917) 
60 3 48 66 (0.801939924906) 
34 36 66 7 (0.838548185232) 
52 36 66 7 (0.875469336671) 
60 25 66 34 (0.808823529412) 
60 62 36 66 (0.874530663329) 
62 58 66 48 (0.858573216521) 
60 36 48 40 (0.918335419274) 
60 62 40 66 (0.900187734668) 
60 7 40 52 (0.937108886108) 
60 48 66 29 (0.896433041302) 
60 5 40 34 (0.88423028786) 
58 62 3 34 (0.81351689612) 
60 9 58 40 (0.879849812265) 
60 25 29 66 (0.846996245307) 
56 29 48 7 (0.853879849812) 
25 62 58 29 (0.852941176471) 
5 29 48 40 (0.863579474343) 
62 56 66 34 (0.827284105131) 
60 62 66 34 (0.865456821026) 
60 62 56 29 (0.896120150188) 
60 9 66 34 (0.816645807259) 
5 36 66 48 (0.831664580726) 
34 36 7 52 (0.883604505632) 
60 5 36 48 (0.855757196496) 
62 56 36 52 (0.88266583229) 
60 62 42 40 (0.801627033792) 
60 3 36 40 (0.840738423029) 
62 5 58 52 (0.891113892365) 
60 56 36 29 (0.896120150188) 
9 29 7 34 (0.827284105131) 
62 5 29 34 (0.867959949937) 
9 5 29 34 (0.819774718398) 
60 34 40 52 (0.927409261577) 
34 56 58 52 (0.900500625782) 
9 58 7 52 (0.859198998748) 
62 58 7 52 (0.916458072591) 
56 36 48 29 (0.875156445557) 
60 56 48 66 (0.844180225282) 
48 58 66 40 (0.891113892365) 
34 5 36 29 (0.872340425532) 
56 5 36 66 (0.803191489362) 
60 58 48 52 (0.930538172716) 
5 36 40 7 (0.857634543179) 
60 9 66 52 (0.846996245307) 
62 36 66 52 (0.871088861076) 
9 62 5 40 (0.804130162703) 
25 36 66 40 (0.821339173967) 
48 36 40 52 (0.923028785982) 
62 56 36 34 (0.842928660826) 
25 62 36 40 (0.831351689612) 
62 48 66 34 (0.81914893617) 
52 29 66 48 (0.892991239049) 
56 40 66 7 (0.852941176471) 
62 36 3 29 (0.823216520651) 
9 5 29 52 (0.835732165207) 
9 36 58 52 (0.866082603254) 
62 36 58 52 (0.92365456821) 
56 29 40 34 (0.89392991239) 
58 34 36 52 (0.917709637046) 
25 7 40 52 (0.846996245307) 
62 29 40 7 (0.913016270338) 
62 58 7 34 (0.87703379224) 
25 5 58 52 (0.825406758448) 
62 34 36 29 (0.879849812265) 
25 29 7 34 (0.813829787234) 
62 36 66 7 (0.838548185232) 
56 36 48 58 (0.879536921151) 
9 62 56 36 (0.801001251564) 
44 58 40 29 (0.804130162703) 
62 29 7 3 (0.829161451815) 
62 56 58 66 (0.862015018773) 
56 5 29 66 (0.832290362954) 
34 29 66 48 (0.855444305382) 
60 25 7 66 (0.81351689612) 
9 58 66 52 (0.846683354193) 
56 5 29 52 (0.873279098874) 
56 5 36 40 (0.840425531915) 
25 58 40 34 (0.841051314143) 
56 5 58 34 (0.855757196496) 
5 58 66 29 (0.884543178974) 
3 48 66 29 (0.801939924906) 
3 36 7 58 (0.83604505632) 
62 36 29 52 (0.918961201502) 
25 29 7 52 (0.853254067584) 
34 29 48 58 (0.892365456821) 
3 56 29 34 (0.809762202753) 
25 58 7 34 (0.814142678348) 
56 5 40 48 (0.81351689612) 
56 58 29 36 (0.909887359199) 
48 58 40 36 (0.926157697121) 
62 36 66 58 (0.874530663329) 
3 58 48 7 (0.812891113892) 
5 58 29 36 (0.896745932416) 
5 7 40 52 (0.884543178974) 
60 3 5 29 (0.81508135169) 
62 58 40 29 (0.948060075094) 
25 36 48 58 (0.853879849812) 
62 3 40 52 (0.844806007509) 
25 5 29 40 (0.821026282854) 
56 5 58 52 (0.875156445557) 
66 36 48 34 (0.848560700876) 
25 62 56 40 (0.811952440551) 
5 29 7 52 (0.890175219024) 
60 9 29 48 (0.834167709637) 
60 64 58 52 (0.80788485607) 
9 62 58 34 (0.825093867334) 
62 56 66 52 (0.860450563204) 
3 36 40 34 (0.810387984981) 
3 29 48 7 (0.812891113892) 
25 36 7 52 (0.834480600751) 
62 3 40 34 (0.809762202753) 
9 29 66 7 (0.813829787234) 
3 56 29 7 (0.822903629537) 
25 36 66 58 (0.828535669587) 
9 58 66 7 (0.81351689612) 
25 34 48 52 (0.811326658323) 
60 9 40 34 (0.843554443054) 
25 36 48 7 (0.817584480601) 
5 40 66 7 (0.845744680851) 
25 58 48 29 (0.85607008761) 
3 56 29 40 (0.838235294118) 
9 62 66 52 (0.810075093867) 
60 62 36 29 (0.908635794743) 
60 9 58 48 (0.835732165207) 
60 56 36 66 (0.86013767209) 
62 7 40 34 (0.873279098874) 
60 58 7 34 (0.902377972466) 
5 58 48 52 (0.868585732165) 
60 56 29 40 (0.918961201502) 
60 7 48 52 (0.89392991239) 
60 29 40 52 (0.969962453066) 
62 7 48 34 (0.819774718398) 
60 62 36 3 (0.812891113892) 
62 56 36 29 (0.879536921151) 
34 42 58 52 (0.812265331665) 
3 56 58 7 (0.822903629537) 
60 58 40 34 (0.929912390488) 
60 3 7 40 (0.846683354193) 
60 56 5 58 (0.862015018773) 
62 58 48 52 (0.896745932416) 
60 9 56 34 (0.81351689612) 
5 7 66 34 (0.828535669587) 
62 36 48 7 (0.85450563204) 
58 29 66 52 (0.938986232791) 
9 62 7 40 (0.819461827284) 
60 5 7 34 (0.856695869837) 
60 36 48 7 (0.889236545682) 
60 58 7 52 (0.944618272841) 
60 34 48 52 (0.883291614518) 
60 56 5 66 (0.833541927409) 
60 9 56 29 (0.846996245307) 
5 36 40 34 (0.867647058824) 
60 29 7 34 (0.902065081352) 
3 36 48 29 (0.827909887359) 
62 48 66 40 (0.853879849812) 
60 5 58 52 (0.911138923655) 
9 5 58 52 (0.836670838548) 
3 5 29 34 (0.804755944931) 
62 29 7 34 (0.876408010013) 
60 56 36 40 (0.892678347935) 
52 40 66 7 (0.898310387985) 
60 62 36 40 (0.908010012516) 
9 5 36 29 (0.80788485607) 
60 9 7 40 (0.843554443054) 
25 29 48 34 (0.812578222778) 
5 29 66 7 (0.851376720901) 
60 25 62 58 (0.848247809762) 
25 58 48 52 (0.856695869837) 
3 58 66 29 (0.845744680851) 
9 36 48 52 (0.831351689612) 
3 29 7 52 (0.862327909887) 
3 29 66 34 (0.808510638298) 
60 5 29 40 (0.907071339174) 
3 29 40 52 (0.877346683354) 
9 62 40 34 (0.821964956195) 
9 56 7 40 (0.822590738423) 
62 56 40 34 (0.869524405507) 
5 58 48 29 (0.869837296621) 
60 5 36 66 (0.855757196496) 
9 29 48 34 (0.803504380476) 
3 36 66 52 (0.813829787234) 
3 34 36 29 (0.817584480601) 
60 25 62 34 (0.804443053817) 
25 62 56 29 (0.812578222778) 
25 58 48 34 (0.81351689612) 
60 25 36 34 (0.81914893617) 
9 62 58 29 (0.857947434293) 
60 3 7 34 (0.812891113892) 
56 5 36 7 (0.817271589487) 
34 5 7 52 (0.867959949937) 
60 62 56 3 (0.811639549437) 
62 56 5 52 (0.850125156446) 
5 36 40 58 (0.892365456821) 
60 3 5 52 (0.812265331665) 
3 36 48 52 (0.825093867334) 
62 7 66 52 (0.865456821026) 
60 9 62 29 (0.846370463079) 
56 36 40 58 (0.90675844806) 
3 58 66 34 (0.808510638298) 
60 40 66 7 (0.901752190238) 
3 29 66 52 (0.842928660826) 
60 62 40 52 (0.93491864831) 
62 36 40 52 (0.918961201502) 
25 62 40 66 (0.808823529412) 
56 40 66 52 (0.881727158949) 
5 58 66 40 (0.879536921151) 
60 62 3 66 (0.810700876095) 
60 42 66 52 (0.815394242804) 
25 34 58 29 (0.846996245307) 
60 25 66 52 (0.846370463079) 
60 42 58 7 (0.806633291615) 
48 29 40 7 (0.894868585732) 
3 7 48 52 (0.810075093867) 
60 5 58 7 (0.880162703379) 
5 36 7 58 (0.863892365457) 
5 29 40 52 (0.917396745932) 
25 56 58 34 (0.803191489362) 
60 62 56 48 (0.849186483104) 
48 36 7 34 (0.851376720901) 
5 36 66 52 (0.852315394243) 
60 56 5 7 (0.833541927409) 
60 34 42 52 (0.805068836045) 
62 5 7 66 (0.818523153942) 
5 48 66 40 (0.833541927409) 
29 58 66 7 (0.907697121402) 
25 7 40 34 (0.807259073842) 
62 36 40 34 (0.877346683354) 
29 58 7 52 (0.956508135169) 
62 29 40 3 (0.847622027534) 
40 58 7 36 (0.92365456821) 
62 5 48 34 (0.811952440551) 
56 58 40 29 (0.932415519399) 
60 5 48 52 (0.860450563204) 
56 29 66 7 (0.858886107635) 
56 5 58 29 (0.874530663329) 
25 56 36 29 (0.819461827284) 
34 56 7 52 (0.87140175219) 
62 56 29 7 (0.880475594493) 
9 56 5 29 (0.801627033792) 
60 56 29 48 52 (0.873904881101) 
60 9 62 40 52 (0.841989987484) 
9 62 56 58 52 (0.829787234043) 
48 56 58 40 7 (0.847934918648) 
9 34 29 7 52 (0.82478097622) 
62 34 58 7 52 (0.874217772215) 
66 34 36 48 29 (0.847309136421) 
62 52 36 66 48 (0.846996245307) 
3 34 29 40 58 (0.839486858573) 
60 34 58 7 52 (0.899561952441) 
60 62 29 7 3 (0.818836045056) 
40 5 29 7 58 (0.886733416771) 
7 34 58 66 52 (0.86576971214) 
29 56 58 7 52 (0.909261576971) 
62 56 36 40 34 (0.839173967459) 
25 52 29 66 7 (0.809136420526) 
60 62 56 58 40 (0.895807259074) 
60 9 56 58 40 (0.84167709637) 
48 5 58 40 52 (0.862015018773) 
60 40 58 7 34 (0.89549436796) 
60 25 62 36 29 (0.823842302879) 
34 5 7 40 52 (0.862015018773) 
60 62 58 66 34 (0.865456821026) 
7 34 29 48 58 (0.858573216521) 
60 34 29 7 36 (0.871714643304) 
3 52 40 66 7 (0.812578222778) 
62 5 29 40 52 (0.884856070088) 
62 56 58 48 29 (0.852628285357) 
9 5 29 40 52 (0.83041301627) 
60 62 5 40 52 (0.872653316646) 
58 62 29 48 3 (0.800062578223) 
25 29 36 40 52 (0.859198998748) 
60 36 58 7 52 (0.914267834793) 
9 5 58 40 34 (0.81508135169) 
60 62 56 40 66 (0.857634543179) 
62 34 58 7 36 (0.846683354193) 
60 62 5 36 52 (0.846370463079) 
60 42 58 40 52 (0.833541927409) 
9 34 58 7 52 (0.824468085106) 
48 56 58 40 36 (0.871714643304) 
60 62 58 40 3 (0.837296620776) 
56 5 36 7 29 (0.816332916145) 
60 56 5 58 40 (0.85607008761) 
60 56 29 48 7 (0.846057571965) 
66 62 36 48 34 (0.811013767209) 
25 40 36 7 52 (0.82634543179) 
40 36 48 66 52 (0.879849812265) 
62 34 58 40 52 (0.904881101377) 
34 5 58 29 52 (0.899561952441) 
60 34 36 66 52 (0.869837296621) 
60 3 36 66 40 (0.809136420526) 
25 48 29 40 52 (0.845118898623) 
60 5 29 48 7 (0.828535669587) 
34 5 36 40 52 (0.864831038798) 
60 3 56 40 52 (0.826658322904) 
60 25 40 48 7 (0.810075093867) 
60 42 40 66 52 (0.810387984981) 
62 52 48 66 40 (0.850438047559) 
60 48 36 7 52 (0.885794743429) 
60 62 3 66 52 (0.80788485607) 
60 42 36 29 52 (0.808510638298) 
62 40 29 66 7 (0.862953692115) 
25 34 58 29 52 (0.844493116395) 
34 62 56 58 29 (0.872027534418) 
60 3 56 29 52 (0.834167709637) 
60 25 62 40 66 (0.808823529412) 
25 34 29 40 36 (0.819461827284) 
9 5 58 40 52 (0.831351689612) 
60 25 48 66 52 (0.816958698373) 
34 36 29 40 52 (0.909574468085) 
60 48 58 40 7 (0.889236545682) 
60 25 34 40 52 (0.83041301627) 
25 36 58 40 52 (0.862640801001) 
60 56 5 58 29 (0.860450563204) 
62 56 29 40 3 (0.817584480601) 
60 58 62 3 29 (0.841989987484) 
62 56 7 66 52 (0.830100125156) 
60 9 5 58 34 (0.808510638298) 
60 25 36 29 52 (0.858573216521) 
60 62 29 7 52 (0.900500625782) 
25 34 29 40 48 (0.805381727159) 
60 25 58 48 52 (0.851063829787) 
60 9 5 29 52 (0.824155193992) 
60 62 5 29 52 (0.875156445557) 
60 9 58 29 36 (0.85450563204) 
40 36 58 48 29 (0.921464330413) 
60 62 58 7 34 (0.863266583229) 
60 9 58 7 34 (0.815394242804) 
60 25 62 48 52 (0.81351689612) 
60 5 36 66 34 (0.831038798498) 
9 56 58 36 52 (0.828848560701) 
60 25 62 36 40 (0.822903629537) 
56 5 58 66 40 (0.827284105131) 
62 34 29 66 48 (0.817897371715) 
60 56 36 40 29 (0.888610763454) 
60 29 58 40 36 (0.942740926158) 
62 56 36 7 52 (0.850750938673) 
60 52 36 66 7 (0.875469336671) 
60 25 62 29 66 (0.811013767209) 
60 5 36 48 7 (0.821339173967) 
62 34 36 40 48 (0.842302878598) 
60 56 36 7 34 (0.828535669587) 
60 62 7 66 34 (0.831351689612) 
25 34 5 58 29 (0.802565707134) 
60 25 62 34 52 (0.801939924906) 
60 3 40 66 7 (0.815394242804) 
60 34 5 40 52 (0.881414267835) 
62 56 36 66 52 (0.830100125156) 
60 9 56 36 52 (0.816958698373) 
62 48 29 7 58 (0.860450563204) 
60 25 36 66 29 (0.82634543179) 
56 5 7 40 34 (0.821964956195) 
25 52 58 66 7 (0.810075093867) 
40 56 29 7 36 (0.87296620776) 
29 5 36 7 52 (0.859824780976) 
62 56 40 66 52 (0.85607008761) 
60 3 56 36 52 (0.805068836045) 
60 9 29 40 34 (0.842928660826) 
60 56 58 36 52 (0.898310387985) 
3 56 58 40 34 (0.802565707134) 
62 40 3 7 58 (0.824468085106) 
60 62 5 29 34 (0.854192740926) 
60 62 34 58 36 (0.86733416771) 
60 9 34 58 36 (0.81914893617) 
60 56 36 7 58 (0.868585732165) 
56 5 36 7 52 (0.815707133917) 
60 9 58 7 52 (0.847622027534) 
62 5 58 66 40 (0.848560700876) 
60 48 58 66 7 (0.862640801001) 
34 56 5 40 52 (0.848560700876) 
60 34 29 48 58 (0.884543178974) 
60 62 36 7 52 (0.872340425532) 
25 52 58 66 48 (0.816645807259) 
60 34 56 66 52 (0.852628285357) 
60 62 7 66 52 (0.865456821026) 
60 34 29 66 7 (0.868272841051) 
60 5 29 66 34 (0.86013767209) 
66 5 58 48 34 (0.814768460576) 
60 9 36 48 29 (0.826032540676) 
60 62 36 48 29 (0.879849812265) 
60 56 58 7 52 (0.897371714643) 
62 56 40 66 34 (0.823529411765) 
60 34 56 58 36 (0.857634543179) 
60 9 58 48 40 (0.828848560701) 
60 56 58 66 7 (0.859824780976) 
60 56 29 7 34 (0.858260325407) 
34 5 48 66 52 (0.812265331665) 
9 52 58 66 48 (0.800375469337) 
60 34 62 56 52 (0.857947434293) 
62 5 36 40 29 (0.857947434293) 
60 9 34 36 29 (0.818836045056) 
60 9 62 36 52 (0.815394242804) 
60 3 29 40 7 (0.846683354193) 
60 62 5 40 66 (0.848560700876) 
60 58 29 48 52 (0.926470588235) 
60 62 36 66 7 (0.838548185232) 
34 40 29 66 48 (0.84887359199) 
62 5 29 66 40 (0.847309136421) 
34 5 40 66 52 (0.852941176471) 
40 5 36 7 52 (0.854192740926) 
25 34 29 66 58 (0.807259073842) 
56 5 36 66 29 (0.801939924906) 
60 9 62 58 7 (0.811639549437) 
3 48 58 7 36 (0.804755944931) 
34 42 29 40 58 (0.808197747184) 
60 56 29 40 34 (0.880162703379) 
62 56 36 48 7 (0.817271589487) 
60 34 5 29 52 (0.885794743429) 
25 34 56 58 52 (0.801939924906) 
60 9 56 7 40 (0.811013767209) 
48 5 7 40 52 (0.827284105131) 
60 5 29 66 52 (0.881414267835) 
60 36 58 66 52 (0.911138923655) 
60 56 29 66 40 (0.880788485607) 
60 62 29 48 7 (0.852941176471) 
60 48 29 7 34 (0.851063829787) 
60 9 56 58 66 (0.811013767209) 
52 5 58 66 48 (0.83604505632) 
62 5 36 7 29 (0.828222778473) 
60 48 29 40 36 (0.914267834793) 
58 62 3 36 52 (0.820400500626) 
60 5 36 40 52 (0.874843554443) 
58 40 29 66 52 (0.931476846058) 
60 3 56 7 40 (0.804755944931) 
60 56 29 7 52 (0.89549436796) 
60 62 56 36 66 (0.831664580726) 
25 48 29 40 7 (0.81351689612) 
60 34 36 66 7 (0.838548185232) 
62 56 36 66 29 (0.829161451815) 
3 40 36 7 52 (0.825093867334) 
7 34 29 66 36 (0.837922403004) 
3 48 29 40 36 (0.819774718398) 
25 62 58 29 52 (0.849812265332) 
60 62 7 40 52 (0.897997496871) 
60 40 29 7 34 (0.895181476846) 
60 3 34 29 52 (0.833854818523) 
60 25 36 40 52 (0.85450563204) 
60 5 40 48 52 (0.854192740926) 
56 5 7 66 52 (0.803504380476) 
52 5 36 66 48 (0.828222778473) 
60 62 56 40 48 (0.844806007509) 
60 25 62 58 48 (0.816645807259) 
60 62 34 7 52 (0.860450563204) 
9 56 58 40 29 (0.851376720901) 
60 9 5 58 29 (0.82634543179) 
60 9 29 66 7 (0.813829787234) 
48 5 36 7 34 (0.805381727159) 
62 34 5 58 52 (0.866395494368) 
25 34 58 40 52 (0.838548185232) 
60 62 58 48 7 (0.855131414268) 
60 25 36 48 58 (0.848247809762) 
48 36 58 66 52 (0.887046307885) 
62 48 29 40 52 (0.887359198999) 
62 56 58 66 7 (0.831664580726) 
62 52 48 66 7 (0.81914893617) 
62 40 29 7 36 (0.88266583229) 
34 56 29 40 36 (0.863579474343) 
60 56 7 48 52 (0.846683354193) 
25 62 34 58 29 (0.811639549437) 
60 40 29 7 52 (0.93491864831) 
48 56 36 66 7 (0.805694618273) 
58 56 36 66 7 (0.829474342929) 
62 34 58 29 52 (0.907384230288) 
62 48 29 40 7 (0.855757196496) 
40 36 58 66 52 (0.903629536921) 
60 5 7 48 52 (0.826032540676) 
60 25 36 66 40 (0.821339173967) 
9 66 29 48 58 (0.801627033792) 
62 34 29 40 58 (0.906445556946) 
3 40 29 7 52 (0.854192740926) 
60 62 56 36 29 (0.86576971214) 
60 25 56 29 7 (0.80225281602) 
34 56 36 29 52 (0.869211514393) 
66 62 29 48 36 (0.847934918648) 
60 3 34 36 52 (0.804755944931) 
25 5 36 40 58 (0.801314142678) 
7 48 29 66 52 (0.858260325407) 
34 56 29 40 52 (0.892365456821) 
40 36 58 66 48 (0.882978723404) 
9 48 29 40 36 (0.824468085106) 
60 3 7 40 52 (0.843867334168) 
9 62 56 40 52 (0.826032540676) 
40 56 29 7 34 (0.865143929912) 
60 36 58 66 29 (0.912077596996) 
9 36 58 7 52 (0.828848560701) 
25 34 58 40 48 (0.806320400501) 
60 9 62 56 52 (0.817584480601) 
56 5 29 48 52 (0.816020025031) 
40 56 58 7 52 (0.903629536921) 
34 48 58 66 52 (0.853566958698) 
58 56 29 48 52 (0.881414267835) 
66 3 29 48 58 (0.801939924906) 
34 40 58 66 36 (0.86576971214) 
60 25 58 48 29 (0.850438047559) 
9 62 5 58 29 (0.806007509387) 
60 25 56 58 40 (0.827284105131) 
3 40 29 66 7 (0.815394242804) 
62 5 58 48 40 (0.833229036295) 
66 62 36 40 34 (0.831351689612) 
62 56 58 7 29 (0.880475594493) 
34 56 58 7 52 (0.871088861076) 
56 36 58 66 52 (0.858260325407) 
60 34 7 40 52 (0.892991239049) 
60 62 56 40 52 (0.894242803504) 
62 56 36 48 52 (0.847622027534) 
29 56 58 66 7 (0.858573216521) 
60 25 62 40 52 (0.840425531915) 
60 34 56 5 52 (0.840425531915) 
9 34 29 66 58 (0.815707133917) 
7 58 48 66 40 (0.855131414268) 
60 56 48 66 7 (0.813829787234) 
34 56 5 66 52 (0.811952440551) 
60 3 56 7 52 (0.811013767209) 
60 62 48 66 34 (0.81914893617) 
58 62 36 66 48 (0.850438047559) 
40 56 58 7 36 (0.874843554443) 
36 5 58 7 52 (0.860450563204) 
9 34 58 40 36 (0.824468085106) 
48 56 7 40 52 (0.846683354193) 
62 34 58 40 36 (0.877346683354) 
34 56 58 40 52 (0.893304130163) 
62 34 36 66 7 (0.801001251564) 
9 56 58 66 52 (0.80944931164) 
60 34 42 40 52 (0.800688360451) 
48 5 58 66 40 (0.833229036295) 
60 62 5 58 34 (0.855444305382) 
9 29 36 66 40 (0.811326658323) 
62 48 58 7 52 (0.859198998748) 
60 56 5 58 7 (0.833229036295) 
48 56 36 66 40 (0.828848560701) 
9 29 36 7 52 (0.829161451815) 
60 58 36 66 48 (0.890488110138) 
60 42 29 66 40 (0.809762202753) 
60 5 29 40 34 (0.882978723404) 
60 34 56 29 52 (0.885481852315) 
48 56 36 7 34 (0.807571964956) 
60 56 5 36 52 (0.83041301627) 
58 3 36 66 40 (0.809136420526) 
62 42 58 40 29 (0.806007509387) 
34 48 36 29 52 (0.881727158949) 
62 56 5 36 34 (0.800688360451) 
9 34 36 40 52 (0.822277847309) 
62 5 29 66 52 (0.847934918648) 
62 34 7 40 52 (0.870463078849) 
48 5 36 40 7 (0.822590738423) 
25 62 58 48 40 (0.817271589487) 
34 56 58 66 36 (0.823529411765) 
9 52 29 66 40 (0.839173967459) 
66 62 3 40 58 (0.806007509387) 
60 5 58 48 29 (0.862015018773) 
60 62 56 40 34 (0.855757196496) 
56 36 29 66 52 (0.85607008761) 
9 66 58 40 34 (0.810387984981) 
60 42 58 66 52 (0.81508135169) 
62 56 3 40 52 (0.816332916145) 
34 5 58 7 36 (0.840112640801) 
62 56 36 29 52 (0.877972465582) 
48 56 58 7 36 (0.847622027534) 
62 36 58 40 52 (0.918961201502) 
60 9 58 40 52 (0.877346683354) 
62 56 5 36 58 (0.821339173967) 
9 48 36 40 52 (0.824468085106) 
60 62 56 36 52 (0.868272841051) 
60 34 56 36 29 (0.856695869837) 
60 40 58 66 7 (0.901439299124) 
60 62 36 7 29 (0.873591989987) 
62 5 58 66 48 (0.806320400501) 
58 62 29 66 52 (0.898936170213) 
7 34 40 66 52 (0.859511889862) 
60 62 29 48 52 (0.884543178974) 
25 40 29 7 34 (0.806633291615) 
60 62 40 66 7 (0.864205256571) 
56 5 58 48 29 (0.817271589487) 
60 64 58 40 52 (0.80788485607) 
56 5 58 40 29 (0.868272841051) 
9 52 58 66 7 (0.811013767209) 
60 25 62 56 58 (0.80788485607) 
60 25 58 7 34 (0.805381727159) 
62 5 29 66 34 (0.826971214018) 
52 5 29 66 40 (0.875156445557) 
58 34 36 48 52 (0.88266583229) 
62 34 29 66 7 (0.830725907384) 
60 3 34 58 36 (0.806946182728) 
62 5 58 66 52 (0.849186483104) 
48 5 29 7 36 (0.828222778473) 
34 40 29 48 52 (0.88266583229) 
62 56 5 58 52 (0.850125156446) 
25 56 58 40 52 (0.834480600751) 
60 5 58 66 52 (0.882352941176) 
60 56 58 66 40 (0.882978723404) 
58 62 3 7 52 (0.82634543179) 
62 56 5 29 34 (0.829787234043) 
29 62 36 66 7 (0.837296620776) 
9 62 56 58 29 (0.828848560701) 
29 3 58 40 36 (0.851063829787) 
66 56 29 48 36 (0.833541927409) 
34 56 5 7 52 (0.82634543179) 
60 3 36 7 52 (0.822590738423) 
60 40 29 7 36 (0.908010012516) 
66 5 29 48 58 (0.838235294118) 
60 62 34 58 52 (0.894868585732) 
29 44 58 40 52 (0.800688360451) 
62 36 29 7 3 (0.800062578223) 
60 62 36 40 52 (0.904568210263) 
3 40 58 7 52 (0.854192740926) 
60 62 56 66 34 (0.827284105131) 
60 56 36 48 58 (0.871088861076) 
60 25 36 7 29 (0.826971214018) 
60 5 58 66 7 (0.851689612015) 
60 25 58 66 40 (0.84167709637) 
60 56 5 36 48 (0.803191489362) 
60 62 40 48 52 (0.883917396746) 
60 56 36 66 34 (0.823842302879) 
60 25 62 40 48 (0.811952440551) 
25 62 36 48 29 (0.812265331665) 
60 62 36 48 52 (0.880475594493) 
29 3 58 40 52 (0.877346683354) 
34 5 58 48 52 (0.843554443054) 
60 25 29 40 52 (0.87140175219) 
60 5 36 7 52 (0.846683354193) 
60 34 5 66 52 (0.858573216521) 
60 34 29 66 48 (0.855444305382) 
60 25 58 48 40 (0.846370463079) 
25 62 29 7 52 (0.81508135169) 
62 56 40 66 7 (0.827284105131) 
60 5 58 48 40 (0.857321652065) 
7 34 58 40 52 (0.906445556946) 
60 3 34 58 29 (0.83604505632) 
62 5 29 40 34 (0.864518147685) 
25 34 29 48 58 (0.812265331665) 
3 5 58 40 52 (0.816332916145) 
60 62 5 29 48 (0.827596996245) 
60 62 36 40 58 (0.908010012516) 
62 34 3 58 52 (0.811326658323) 
3 56 58 7 52 (0.821652065081) 
62 48 29 40 36 (0.88266583229) 
7 58 40 66 52 (0.897997496871) 
60 25 29 66 52 (0.843867334168) 
60 3 56 29 40 (0.827909887359) 
60 62 58 66 29 (0.902377972466) 
25 56 58 36 52 (0.821652065081) 
7 34 40 66 29 (0.86170212766) 
