62 (3060) 
7 (3076) 
52 (3185) 
5 (2971) 
42 (2714) 
3 (2839) 
64 (2631) 
66 (3021) 
60 (3149) 
40 (3170) 
25 (2860) 
46 (2556) 
36 (3099) 
58 (3195) 
48 (3013) 
44 (2612) 
29 (3181) 
34 (3040) 
56 (3021) 
9 (2874) 
40 48 60 29 7 (2836) 
40 66 34 62 29 (2750) 
66 60 5 62 29 (2721) 
40 48 66 58 5 (2663) 
60 58 52 5 29 (2907) 
48 66 36 58 29 (2838) 
48 66 5 58 7 (2574) 
48 25 58 29 7 (2625) 
9 36 60 52 7 (2613) 
56 66 5 62 29 (2584) 
40 60 3 52 5 (2576) 
48 25 34 36 29 (2578) 
40 48 58 29 62 (2847) 
60 66 36 58 5 (2734) 
40 58 3 60 5 (2585) 
48 52 36 62 60 (2814) 
48 34 36 5 29 (2676) 
40 66 3 29 62 (2576) 
40 66 60 5 62 (2712) 
60 3 36 29 7 (2638) 
48 34 58 62 29 (2726) 
40 52 36 5 60 (2796) 
40 56 66 34 62 (2632) 
48 58 60 62 7 (2733) 
34 60 58 62 5 (2734) 
40 9 34 60 5 (2569) 
40 48 66 52 60 (2838) 
48 58 36 5 62 (2650) 
9 34 52 29 62 (2627) 
42 29 60 58 7 (2574) 
60 52 5 62 7 (2692) 
48 56 58 29 62 (2725) 
48 66 36 62 7 (2603) 
48 66 5 62 29 (2573) 
48 34 58 62 7 (2620) 
40 66 36 58 5 (2714) 
40 66 29 58 7 (2877) 
40 56 5 29 7 (2686) 
48 58 60 29 62 (2838) 
40 56 36 62 60 (2766) 
58 3 36 34 29 (2613) 
40 56 66 60 58 (2822) 
48 34 60 62 7 (2596) 
40 9 58 5 62 (2570) 
40 66 3 36 29 (2586) 
40 56 34 60 7 (2723) 
34 5 29 62 7 (2670) 
9 66 52 29 60 (2703) 
40 66 60 29 62 (2869) 
48 58 36 5 29 (2754) 
48 25 60 29 7 (2608) 
40 56 58 52 60 (2944) 
58 52 5 62 29 (2841) 
66 3 52 29 62 (2582) 
40 58 36 29 62 (2933) 
60 34 3 52 7 (2591) 
40 56 58 60 5 (2736) 
40 56 34 29 7 (2765) 
40 25 66 36 58 (2624) 
40 52 3 36 29 (2711) 
56 9 34 52 58 (2631) 
58 3 29 66 7 (2630) 
40 48 52 60 56 (2782) 
48 66 52 34 29 (2725) 
40 52 66 36 60 (2889) 
40 56 34 36 7 (2670) 
40 58 66 34 29 (2860) 
40 48 58 3 36 (2620) 
40 56 36 29 60 (2840) 
56 9 34 60 29 (2598) 
40 66 60 58 7 (2881) 
40 9 34 36 29 (2634) 
56 66 60 34 7 (2637) 
56 58 52 5 7 (2703) 
40 52 42 36 29 (2591) 
48 58 52 5 7 (2664) 
40 9 58 36 7 (2635) 
56 52 3 36 29 (2607) 
40 60 66 52 34 (2856) 
40 52 58 36 60 (3015) 
40 25 66 60 58 (2690) 
56 60 66 52 58 (2840) 
40 9 34 52 58 (2724) 
40 25 36 52 48 (2694) 
52 3 36 29 60 (2703) 
40 56 66 52 34 (2704) 
25 58 36 62 60 (2645) 
9 58 60 62 7 (2594) 
40 48 34 60 29 (2806) 
48 60 58 36 5 (2734) 
40 48 58 5 7 (2654) 
56 25 58 52 29 (2680) 
40 25 52 29 62 (2701) 
58 3 52 66 29 (2694) 
40 25 48 29 7 (2600) 
40 9 60 56 7 (2592) 
40 48 34 52 29 (2821) 
40 66 60 34 7 (2756) 
40 48 52 60 7 (2832) 
52 34 36 29 7 (2822) 
25 66 36 58 52 (2638) 
9 34 36 29 60 (2617) 
40 52 66 3 36 (2577) 
25 66 36 29 52 (2631) 
40 9 58 62 56 (2645) 
56 9 29 62 7 (2556) 
40 56 66 52 58 (2817) 
40 48 3 52 29 (2637) 
60 58 52 29 7 (3012) 
9 60 29 62 7 (2594) 
25 34 58 62 29 (2594) 
56 52 58 36 62 (2821) 
66 29 36 34 7 (2678) 
9 66 60 29 62 (2593) 
48 56 52 5 60 (2588) 
60 34 58 52 42 (2572) 
56 52 34 36 58 (2781) 
48 66 52 34 5 (2596) 
40 9 60 62 56 (2606) 
25 66 52 29 62 (2582) 
9 58 36 29 62 (2645) 
40 60 34 52 29 (2960) 
52 58 3 36 29 (2737) 
56 52 66 36 7 (2647) 
56 25 58 52 62 (2605) 
56 52 36 60 7 (2772) 
48 25 58 52 7 (2621) 
56 60 58 52 7 (2868) 
48 60 5 62 29 (2645) 
52 66 36 29 62 (2776) 
56 58 52 62 7 (2816) 
56 60 34 36 58 (2741) 
40 3 60 29 62 (2676) 
40 60 34 3 52 (2643) 
40 5 60 29 7 (2791) 
40 60 42 52 58 (2664) 
48 25 66 52 58 (2610) 
40 58 3 60 7 (2706) 
40 25 52 62 48 (2602) 
56 9 58 52 62 (2652) 
48 60 3 52 7 (2567) 
40 60 66 36 34 (2768) 
40 34 3 52 58 (2676) 
48 60 34 52 5 (2672) 
40 52 36 56 7 (2792) 
40 48 66 52 7 (2723) 
52 36 60 29 5 (2811) 
40 66 36 34 62 (2657) 
48 9 34 58 29 (2567) 
48 58 60 5 7 (2650) 
52 66 36 58 7 (2797) 
40 48 66 58 34 (2716) 
66 34 3 60 58 (2584) 
40 66 52 58 7 (2870) 
25 34 36 58 52 (2637) 
40 42 58 62 29 (2576) 
48 52 36 29 56 (2792) 
56 60 34 52 5 (2686) 
56 60 66 36 34 (2633) 
9 66 36 58 52 (2609) 
56 9 52 29 7 (2646) 
40 48 36 29 7 (2834) 
66 3 60 58 7 (2630) 
56 34 36 58 29 (2782) 
40 48 34 36 56 (2652) 
48 58 3 52 29 (2663) 
48 56 66 52 7 (2596) 
25 36 29 62 60 (2633) 
58 34 3 66 29 (2584) 
56 60 58 36 7 (2776) 
40 9 58 52 60 (2804) 
40 56 58 3 62 (2613) 
48 56 58 36 60 (2784) 
40 48 3 36 29 (2620) 
40 56 66 36 29 (2718) 
40 9 36 5 29 (2565) 
48 58 3 66 29 (2563) 
40 34 3 66 29 (2563) 
40 60 66 36 7 (2785) 
40 66 60 5 29 (2808) 
40 56 58 60 29 (2936) 
40 48 36 29 52 (2935) 
40 66 36 34 29 (2764) 
40 66 5 34 7 (2630) 
40 56 34 58 7 (2766) 
56 66 52 5 62 (2583) 
48 58 60 29 7 (2860) 
40 9 36 56 52 (2628) 
40 34 3 60 58 (2650) 
48 25 34 58 29 (2596) 
60 34 36 58 5 (2746) 
40 66 5 62 7 (2603) 
40 48 66 34 62 (2606) 
56 9 58 52 60 (2707) 
40 9 5 62 29 (2566) 
34 36 5 62 29 (2677) 
40 60 34 36 62 (2760) 
40 48 66 60 34 (2717) 
48 66 36 29 7 (2728) 
40 48 58 56 7 (2710) 
60 36 5 62 7 (2606) 
48 60 34 36 62 (2680) 
40 25 66 36 48 (2578) 
40 56 5 62 7 (2616) 
40 48 58 60 7 (2842) 
48 34 36 58 29 (2826) 
48 66 52 58 5 (2672) 
40 9 58 36 48 (2642) 
40 48 58 5 62 (2663) 
48 58 3 52 7 (2589) 
5 60 29 62 7 (2700) 
40 3 60 62 7 (2602) 
40 48 66 36 7 (2708) 
40 34 3 29 62 (2588) 
56 5 29 62 7 (2625) 
34 52 58 62 5 (2769) 
56 58 3 29 62 (2627) 
60 42 52 58 7 (2572) 
48 56 66 34 29 (2578) 
48 9 52 29 56 (2556) 
9 66 36 29 52 (2606) 
56 66 34 29 5 (2596) 
66 34 60 29 5 (2749) 
40 66 36 5 7 (2606) 
56 58 5 29 7 (2705) 
48 60 29 62 7 (2726) 
9 34 60 58 62 (2600) 
60 66 36 5 29 (2731) 
58 66 34 62 5 (2647) 
48 66 58 62 7 (2629) 
48 56 36 29 62 (2699) 
48 9 58 52 62 (2559) 
40 9 52 29 62 (2722) 
48 25 34 36 60 (2564) 
40 34 3 36 29 (2590) 
25 66 36 58 60 (2648) 
40 48 34 36 7 (2698) 
48 60 66 36 7 (2732) 
40 5 29 62 7 (2731) 
48 66 52 34 62 (2609) 
60 34 36 5 62 (2637) 
40 58 3 29 62 (2709) 
48 25 34 52 29 (2589) 
48 66 36 34 29 (2708) 
66 5 36 29 7 (2624) 
40 25 34 58 29 (2684) 
56 34 36 5 62 (2559) 
40 66 34 62 5 (2636) 
48 9 58 36 29 (2656) 
56 9 52 29 60 (2702) 
58 3 52 29 7 (2756) 
48 9 58 36 52 (2656) 
40 9 36 29 52 (2739) 
56 9 66 52 58 (2587) 
66 52 5 62 29 (2710) 
40 25 34 36 48 (2559) 
40 48 36 29 62 (2821) 
40 52 36 5 29 (2835) 
25 36 52 29 5 (2569) 
40 25 58 29 56 (2659) 
66 34 29 5 7 (2646) 
56 34 52 58 5 (2730) 
56 60 52 29 7 (2862) 
56 9 66 60 29 (2589) 
40 9 66 36 29 (2593) 
56 25 34 58 29 (2563) 
9 58 3 52 29 (2565) 
56 60 58 36 5 (2658) 
48 3 60 29 7 (2576) 
60 66 52 34 62 (2757) 
40 42 52 29 62 (2570) 
40 25 36 52 7 (2641) 
40 48 34 36 29 (2804) 
40 25 58 36 7 (2650) 
40 56 66 34 29 (2705) 
56 25 52 60 7 (2566) 
40 5 36 29 7 (2738) 
9 58 36 29 60 (2731) 
9 58 36 62 52 (2645) 
40 9 34 58 7 (2623) 
56 52 36 5 29 (2694) 
40 9 58 29 56 (2721) 
58 3 60 62 7 (2617) 
40 60 58 52 29 (3099) 
40 25 66 60 7 (2576) 
40 25 34 58 62 (2586) 
40 48 66 52 62 (2718) 
58 3 34 62 29 (2600) 
25 34 52 29 60 (2672) 
56 36 29 62 7 (2717) 
40 66 58 62 7 (2762) 
52 66 58 36 34 (2779) 
40 56 58 52 5 (2777) 
40 25 34 60 58 (2661) 
40 25 52 62 7 (2596) 
48 25 66 52 60 (2611) 
52 66 36 29 7 (2794) 
40 9 29 62 56 (2637) 
40 66 52 34 62 (2745) 
40 9 60 29 56 (2685) 
48 60 34 52 7 (2713) 
25 34 36 29 52 (2634) 
40 60 36 62 7 (2784) 
40 48 52 5 7 (2644) 
40 9 60 29 62 (2693) 
40 34 36 29 62 (2800) 
40 25 52 56 7 (2569) 
56 34 60 29 62 (2743) 
40 58 36 62 7 (2828) 
40 56 34 3 52 (2561) 
60 66 52 34 29 (2873) 
52 66 36 62 60 (2784) 
48 25 58 52 60 (2720) 
40 25 52 29 60 (2785) 
9 58 60 29 62 (2705) 
56 34 52 58 62 (2786) 
40 60 3 36 29 (2687) 
58 52 29 62 7 (2922) 
56 52 66 36 62 (2653) 
9 66 58 62 29 (2593) 
56 58 3 60 62 (2594) 
40 52 3 36 62 (2607) 
56 25 58 52 7 (2593) 
58 3 60 29 7 (2731) 
40 48 3 36 60 (2599) 
40 56 58 52 62 (2904) 
40 48 66 5 29 (2660) 
9 66 60 29 7 (2601) 
60 66 58 52 42 (2605) 
56 52 66 36 58 (2743) 
25 34 29 58 7 (2600) 
60 52 29 62 7 (2878) 
25 34 52 29 62 (2586) 
40 34 52 58 62 (2892) 
40 66 52 34 29 (2852) 
48 66 58 52 34 (2728) 
56 52 3 36 60 (2573) 
48 60 52 5 29 (2745) 
40 52 66 36 62 (2769) 
56 60 58 52 5 (2750) 
56 66 60 58 62 (2755) 
25 66 52 29 60 (2697) 
52 34 36 60 7 (2779) 
48 34 52 5 7 (2591) 
40 34 60 58 5 (2825) 
52 3 36 62 60 (2589) 
40 66 29 62 7 (2758) 
52 34 36 29 62 (2803) 
40 66 52 34 7 (2747) 
52 66 36 29 60 (2905) 
60 66 52 5 7 (2712) 
40 48 52 5 62 (2652) 
66 3 52 58 62 (2582) 
56 52 66 36 29 (2736) 
48 52 36 5 60 (2724) 
48 60 52 29 7 (2850) 
40 9 60 29 7 (2696) 
40 48 66 52 58 (2837) 
52 34 36 62 7 (2697) 
40 56 58 52 29 (2975) 
40 25 66 60 62 (2585) 
56 25 58 36 29 (2618) 
56 34 60 29 7 (2743) 
56 66 29 62 7 (2654) 
40 9 34 58 62 (2627) 
40 9 52 29 60 (2799) 
40 25 36 60 7 (2624) 
56 52 58 36 29 (2903) 
56 3 60 29 62 (2594) 
66 36 34 62 7 (2560) 
40 9 58 29 48 (2660) 
48 60 52 5 62 (2639) 
40 52 66 36 29 (2881) 
56 66 60 58 29 (2837) 
48 56 58 52 7 (2730) 
60 66 52 58 5 (2820) 
9 5 52 29 7 (2564) 
56 9 60 29 7 (2614) 
52 58 36 5 60 (2815) 
40 9 58 52 5 (2657) 
56 34 36 29 7 (2691) 
48 56 66 52 58 (2692) 
9 58 52 29 7 (2746) 
9 34 52 5 60 (2577) 
40 34 52 42 29 (2579) 
52 58 3 36 62 (2622) 
9 36 60 62 52 (2606) 
34 3 60 58 7 (2598) 
40 48 66 36 56 (2649) 
40 25 66 36 52 (2615) 
40 25 52 56 48 (2557) 
40 48 58 3 7 (2572) 
40 56 66 58 7 (2725) 
48 34 52 29 62 (2717) 
40 66 3 60 58 (2679) 
48 52 58 36 29 (2960) 
48 66 58 29 5 (2679) 
48 34 5 29 7 (2598) 
40 34 5 58 7 (2763) 
48 25 34 60 29 (2579) 
40 48 34 52 58 (2824) 
48 60 66 36 62 (2718) 
48 25 52 62 60 (2600) 
60 34 36 5 7 (2641) 
9 58 52 5 60 (2635) 
56 9 66 52 60 (2588) 
40 60 5 62 29 (2795) 
40 34 5 62 7 (2661) 
40 56 5 62 29 (2703) 
56 58 5 62 7 (2628) 
66 36 5 62 29 (2624) 
40 25 36 29 7 (2645) 
60 34 52 5 29 (2831) 
56 34 36 62 7 (2600) 
40 25 58 36 60 (2740) 
40 52 58 36 5 (2841) 
9 34 52 58 5 (2613) 
58 66 52 42 29 (2597) 
48 34 60 29 7 (2720) 
52 34 36 58 7 (2823) 
48 66 36 34 62 (2592) 
48 25 58 36 7 (2612) 
56 58 5 62 29 (2715) 
34 58 60 29 5 (2839) 
40 34 36 5 7 (2667) 
48 66 58 62 5 (2577) 
56 58 36 5 62 (2625) 
40 25 66 52 48 (2587) 
52 42 36 29 60 (2584) 
40 58 60 5 62 (2800) 
25 58 66 34 29 (2580) 
9 34 36 29 52 (2646) 
48 34 36 58 5 (2679) 
40 66 60 62 7 (2762) 
34 5 36 29 7 (2684) 
40 52 5 62 29 (2828) 
25 34 36 29 60 (2614) 
48 66 36 29 62 (2710) 
48 56 58 62 7 (2638) 
40 25 60 62 48 (2595) 
40 48 34 62 7 (2608) 
48 60 66 36 58 (2846) 
40 58 5 62 29 (2839) 
40 25 58 60 56 (2644) 
48 25 66 36 60 (2602) 
40 48 60 29 62 (2823) 
48 56 66 36 58 (2671) 
48 60 34 36 7 (2696) 
48 58 3 29 7 (2598) 
34 58 3 29 5 (2572) 
48 56 58 60 29 (2797) 
9 58 52 5 7 (2563) 
9 58 36 29 52 (2760) 
48 56 34 58 7 (2606) 
48 56 60 5 29 (2588) 
48 25 58 60 56 (2567) 
48 52 58 36 56 (2806) 
56 66 60 58 5 (2663) 
56 66 29 34 7 (2635) 
34 52 5 62 29 (2765) 
40 9 66 52 34 (2583) 
56 34 52 5 7 (2641) 
48 56 36 5 60 (2567) 
48 56 66 52 60 (2693) 
40 56 3 36 29 (2586) 
56 66 36 29 62 (2650) 
40 60 66 36 5 (2715) 
56 66 52 58 5 (2658) 
40 9 58 52 48 (2660) 
60 58 3 36 7 (2638) 
56 66 3 60 29 (2568) 
56 58 60 29 62 (2864) 
40 25 58 60 48 (2705) 
48 52 36 29 60 (2936) 
66 58 60 34 7 (2776) 
40 66 52 58 62 (2866) 
48 52 34 36 7 (2712) 
25 58 36 29 52 (2771) 
60 34 52 58 62 (2860) 
40 48 34 52 7 (2715) 
48 52 66 36 34 (2703) 
56 60 3 52 29 (2666) 
34 52 29 62 7 (2792) 
40 66 36 29 62 (2772) 
40 52 36 62 60 (2891) 
40 66 52 58 5 (2800) 
48 66 52 5 29 (2669) 
56 66 60 29 62 (2747) 
60 58 36 62 7 (2799) 
48 25 52 29 7 (2616) 
48 60 34 52 58 (2822) 
40 52 36 62 56 (2807) 
48 66 52 62 7 (2618) 
34 36 58 62 29 (2812) 
48 25 34 52 60 (2575) 
40 56 36 29 62 (2797) 
58 3 60 5 29 (2605) 
25 34 60 58 7 (2574) 
48 60 66 52 7 (2747) 
40 25 60 29 56 (2633) 
56 66 52 58 62 (2750) 
52 36 29 62 7 (2825) 
40 3 29 62 7 (2635) 
66 60 34 62 29 (2762) 
9 58 66 34 29 (2607) 
40 25 52 5 29 (2614) 
60 66 3 52 34 (2577) 
40 25 58 62 56 (2595) 
40 25 66 52 29 (2673) 
40 56 34 29 62 (2775) 
40 9 34 60 29 (2694) 
56 66 60 58 7 (2748) 
40 56 66 52 62 (2736) 
60 34 52 29 62 (2856) 
48 52 36 5 29 (2744) 
56 60 52 62 7 (2772) 
40 60 42 36 58 (2582) 
25 36 52 29 60 (2744) 
40 9 34 29 56 (2615) 
40 60 66 52 62 (2866) 
56 34 52 29 62 (2782) 
9 66 60 58 29 (2710) 
56 60 3 52 62 (2590) 
40 58 52 29 62 (3019) 
40 9 52 62 7 (2611) 
25 36 29 62 52 (2650) 
56 58 29 62 7 (2814) 
48 60 34 36 5 (2655) 
60 66 3 52 29 (2694) 
58 3 60 29 62 (2691) 
40 25 58 36 56 (2605) 
40 9 66 52 56 (2567) 
56 66 3 52 29 (2564) 
40 25 34 52 58 (2680) 
40 9 36 29 56 (2625) 
25 34 52 29 7 (2593) 
25 58 52 5 60 (2610) 
9 34 36 58 29 (2653) 
25 66 52 34 29 (2573) 
40 52 34 36 62 (2795) 
40 48 60 5 7 (2631) 
40 66 52 5 29 (2797) 
52 66 36 60 7 (2798) 
40 66 36 58 62 (2780) 
40 42 52 58 29 (2678) 
40 25 52 29 7 (2701) 
56 58 52 29 62 (2903) 
52 66 36 62 7 (2669) 
9 66 60 34 29 (2608) 
48 56 58 5 29 (2612) 
40 48 34 52 5 (2678) 
40 9 66 58 29 (2689) 
60 34 3 52 58 (2665) 
42 29 52 58 7 (2592) 
9 58 60 29 7 (2717) 
40 9 58 36 60 (2715) 
56 25 34 52 58 (2563) 
40 48 58 52 56 (2807) 
40 48 52 5 60 (2730) 
40 9 66 36 58 (2596) 
56 52 5 62 7 (2623) 
40 42 52 58 62 (2582) 
56 58 36 29 7 (2814) 
56 9 34 52 29 (2630) 
25 66 58 52 34 (2576) 
60 42 52 29 7 (2569) 
42 60 58 62 29 (2562) 
56 34 52 58 29 (2874) 
40 48 58 5 29 (2759) 
60 52 5 62 29 (2797) 
48 66 60 5 7 (2575) 
40 25 34 36 52 (2615) 
48 25 52 29 60 (2709) 
40 52 36 60 7 (2898) 
9 34 52 60 7 (2599) 
40 9 66 36 60 (2597) 
25 66 60 34 29 (2581) 
40 66 60 29 7 (2878) 
40 52 34 36 29 (2907) 
48 34 60 58 5 (2680) 
40 58 3 34 29 (2683) 
9 66 52 58 60 (2706) 
40 9 52 60 56 (2686) 
3 52 29 62 7 (2641) 
40 52 5 62 7 (2723) 
40 60 58 36 5 (2806) 
40 58 36 29 7 (2945) 
48 25 66 60 29 (2613) 
60 58 52 5 62 (2802) 
48 66 29 34 7 (2627) 
40 9 58 60 56 (2690) 
60 34 36 29 62 (2768) 
58 36 5 62 7 (2650) 
40 36 5 62 29 (2742) 
9 66 52 58 29 (2702) 
48 34 58 29 5 (2701) 
25 34 52 58 5 (2561) 
48 66 60 34 62 (2618) 
66 60 5 62 7 (2616) 
56 58 36 5 29 (2698) 
9 36 52 29 60 (2724) 
40 48 36 5 52 (2730) 
40 25 52 5 60 (2591) 
66 52 34 62 5 (2638) 
40 56 34 60 62 (2735) 
56 9 34 52 60 (2595) 
9 58 52 5 62 (2572) 
56 36 5 62 29 (2618) 
66 5 58 62 7 (2616) 
34 36 5 62 7 (2575) 
48 56 58 29 7 (2728) 
40 34 3 58 62 (2588) 
48 25 36 29 62 (2596) 
48 52 58 3 36 (2637) 
64 40 58 60 29 (2570) 
48 60 58 52 5 (2749) 
48 60 36 29 7 (2835) 
40 48 58 36 60 (2934) 
66 58 29 62 5 (2721) 
48 52 36 60 7 (2831) 
40 48 34 60 62 (2694) 
25 58 29 62 7 (2615) 
40 60 5 62 7 (2690) 
40 48 58 36 56 (2786) 
40 66 3 36 58 (2586) 
40 48 66 29 7 (2730) 
48 52 34 36 29 (2818) 
48 60 66 36 34 (2712) 
48 34 58 62 5 (2595) 
40 34 5 62 29 (2763) 
48 25 36 60 7 (2595) 
9 58 60 5 29 (2641) 
48 58 36 29 7 (2859) 
40 9 52 56 7 (2624) 
34 58 36 29 5 (2787) 
40 66 36 34 5 (2638) 
48 34 60 29 62 (2702) 
40 48 36 62 7 (2716) 
40 48 5 62 29 (2656) 
40 48 52 29 7 (2849) 
40 25 66 29 48 (2589) 
40 48 34 58 56 (2677) 
40 66 58 36 34 (2767) 
40 56 34 60 29 (2813) 
40 56 58 5 7 (2688) 
56 66 5 29 7 (2571) 
60 58 36 5 62 (2716) 
48 56 66 29 7 (2597) 
48 34 60 58 29 (2827) 
48 58 5 62 29 (2669) 
48 56 58 60 7 (2710) 
40 48 66 34 7 (2608) 
34 60 5 62 29 (2730) 
9 58 52 62 60 (2703) 
40 48 66 36 34 (2691) 
48 56 34 58 29 (2696) 
40 56 3 60 29 (2646) 
40 48 66 60 29 (2841) 
40 9 36 5 52 (2561) 
48 3 36 29 7 (2572) 
48 9 58 60 29 (2665) 
56 60 52 5 29 (2746) 
25 36 60 62 52 (2635) 
56 66 60 5 7 (2573) 
40 48 3 52 7 (2563) 
48 56 52 29 7 (2724) 
40 9 36 29 48 (2635) 
40 56 34 5 62 (2645) 
40 66 5 29 7 (2701) 
40 56 58 36 5 (2685) 
40 56 58 29 7 (2886) 
40 48 66 34 29 (2713) 
40 34 60 5 62 (2723) 
40 48 34 36 52 (2799) 
5 36 29 62 7 (2647) 
56 66 58 62 5 (2588) 
40 48 66 60 7 (2734) 
48 66 52 29 7 (2743) 
36 5 60 29 7 (2714) 
40 60 3 36 7 (2613) 
48 60 34 36 29 (2802) 
40 25 36 29 48 (2692) 
56 25 58 60 29 (2656) 
48 66 60 34 7 (2629) 
56 9 52 29 62 (2644) 
40 66 3 58 7 (2606) 
40 60 36 5 62 (2703) 
48 34 5 62 29 (2591) 
48 52 34 36 58 (2821) 
40 25 34 52 60 (2654) 
48 25 34 36 52 (2574) 
40 66 58 62 5 (2712) 
40 25 52 60 48 (2696) 
40 52 36 29 7 (2935) 
48 34 36 5 62 (2569) 
40 58 3 52 7 (2730) 
48 56 58 36 29 (2796) 
56 25 58 60 7 (2569) 
40 58 3 52 5 (2609) 
52 66 36 5 62 (2617) 
66 52 29 62 7 (2762) 
56 66 58 34 62 (2644) 
56 25 58 52 60 (2664) 
66 60 34 62 5 (2647) 
9 58 52 29 62 (2734) 
40 56 58 62 7 (2807) 
9 52 60 29 7 (2710) 
58 3 52 5 7 (2559) 
40 25 66 34 29 (2560) 
60 34 52 5 62 (2725) 
56 25 52 29 60 (2653) 
40 9 58 62 7 (2619) 
40 66 58 60 42 (2595) 
48 25 58 29 62 (2615) 
48 5 60 29 7 (2648) 
9 34 60 58 29 (2713) 
58 66 60 34 29 (2881) 
56 9 52 62 60 (2613) 
56 60 58 52 62 (2872) 
48 5 29 62 7 (2561) 
9 36 29 62 60 (2608) 
25 52 60 29 5 (2607) 
48 52 36 5 7 (2639) 
40 34 3 66 58 (2563) 
40 25 34 52 29 (2677) 
52 66 36 34 62 (2660) 
56 60 52 5 62 (2671) 
40 56 66 36 7 (2629) 
34 3 60 29 7 (2598) 
48 52 36 5 56 (2589) 
40 52 36 5 62 (2738) 
40 52 29 62 7 (2907) 
25 66 52 29 7 (2586) 
9 34 60 58 7 (2606) 
40 58 3 36 29 (2720) 
40 52 36 62 7 (2817) 
60 66 58 52 34 (2876) 
9 58 36 29 7 (2657) 
25 66 52 58 7 (2589) 
40 34 52 29 7 (2896) 
40 25 66 52 60 (2681) 
42 52 58 62 29 (2580) 
34 3 52 58 7 (2625) 
40 9 36 60 56 (2594) 
40 3 52 5 29 (2609) 
40 25 34 52 7 (2572) 
48 60 66 36 5 (2658) 
56 60 34 52 58 (2833) 
40 66 52 58 29 (2977) 
25 58 36 62 52 (2662) 
40 25 58 29 48 (2710) 
40 56 3 60 62 (2580) 
9 66 36 60 52 (2610) 
9 58 36 62 60 (2614) 
40 52 36 29 60 (3003) 
40 25 52 48 7 (2596) 
56 52 36 5 62 (2620) 
56 52 29 62 7 (2809) 
48 66 52 5 62 (2566) 
56 3 52 29 62 (2623) 
40 9 66 60 58 (2693) 
52 58 3 36 60 (2703) 
40 34 52 5 29 (2857) 
40 48 66 52 29 (2830) 
40 52 36 29 56 (2879) 
56 52 58 36 7 (2816) 
40 9 34 5 29 (2604) 
40 9 58 60 7 (2695) 
40 56 66 34 7 (2616) 
56 60 58 52 29 (2955) 
66 52 58 62 7 (2766) 
56 60 3 36 29 (2577) 
9 66 58 60 34 (2609) 
40 60 34 52 58 (2963) 
56 66 52 58 29 (2832) 
40 25 58 52 7 (2706) 
40 56 58 36 60 (2852) 
9 66 29 58 7 (2600) 
40 58 3 36 7 (2646) 
40 9 58 52 29 (2835) 
66 34 3 52 58 (2577) 
40 25 66 52 34 (2556) 
60 58 3 52 62 (2682) 
9 66 52 34 29 (2600) 
56 9 66 60 58 (2592) 
9 36 60 29 7 (2621) 
40 25 66 52 62 (2575) 
40 25 66 58 7 (2575) 
40 9 56 29 7 (2629) 
40 25 36 29 56 (2594) 
40 52 58 36 7 (2941) 
40 56 66 52 29 (2810) 
58 3 36 29 62 (2631) 
40 66 52 29 62 (2858) 
40 9 34 60 56 (2580) 
40 66 3 60 29 (2679) 
25 66 36 60 52 (2639) 
40 60 66 52 29 (2978) 
48 34 60 5 7 (2575) 
52 66 36 34 7 (2671) 
66 34 52 29 5 (2740) 
66 3 60 29 62 (2591) 
40 56 34 36 60 (2720) 
60 66 3 52 62 (2582) 
56 66 60 34 62 (2644) 
40 42 60 58 7 (2561) 
40 3 36 29 62 (2616) 
48 60 66 52 62 (2733) 
56 60 66 36 58 (2748) 
58 3 29 34 7 (2632) 
48 58 52 29 62 (2851) 
40 25 58 52 56 (2667) 
40 9 36 29 7 (2636) 
40 60 34 52 42 (2559) 
40 48 34 52 60 (2801) 
40 56 66 60 62 (2741) 
9 58 5 62 29 (2576) 
48 34 29 62 7 (2618) 
40 66 36 58 29 (2891) 
40 25 58 60 29 (2794) 
56 25 58 60 62 (2582) 
48 52 34 36 62 (2695) 
56 66 58 34 7 (2636) 
48 25 52 29 62 (2605) 
52 34 36 5 7 (2677) 
34 29 58 62 7 (2801) 
40 48 3 36 52 (2611) 
48 25 36 29 52 (2708) 
40 56 58 5 29 (2775) 
60 34 36 58 29 (2893) 
48 56 58 36 5 (2593) 
52 66 36 58 5 (2723) 
56 58 36 62 7 (2724) 
48 60 52 62 7 (2722) 
40 66 5 62 29 (2708) 
40 25 58 52 60 (2796) 
48 66 52 34 7 (2620) 
40 25 58 60 62 (2696) 
48 58 3 29 62 (2557) 
48 34 60 58 62 (2706) 
9 34 36 58 52 (2647) 
52 34 3 36 58 (2606) 
48 25 66 36 29 (2594) 
58 60 29 62 7 (2889) 
48 66 36 58 5 (2657) 
34 5 52 29 7 (2772) 
40 34 60 5 7 (2720) 
40 56 66 29 62 (2733) 
48 56 34 58 62 (2608) 
40 52 66 36 5 (2704) 
40 48 66 60 62 (2729) 
40 56 66 60 29 (2815) 
48 56 66 60 58 (2697) 
40 48 36 29 60 (2922) 
40 48 58 3 60 (2625) 
52 36 5 62 60 (2705) 
48 25 58 60 29 (2718) 
56 34 5 58 7 (2645) 
40 56 34 5 29 (2713) 
40 60 34 52 62 (2848) 
48 56 34 60 7 (2582) 
56 58 60 5 29 (2750) 
48 66 34 29 5 (2601) 
40 56 60 5 7 (2645) 
58 3 5 29 7 (2568) 
