25 (4686) 
21 (4211) 
44 (4508) 
56 (5007) 
9 (4713) 
7 (5062) 
5 (4828) 
3 (4703) 
58 (5181) 
48 (4938) 
29 (5167) 
42 (4165) 
60 (5135) 
34 (4983) 
62 (5003) 
52 (5171) 
74 (4393) 
40 (5113) 
36 (5085) 
31 (4145) 
66 (4749) 
27 (4191) 
40 48 3 36 56 (4307) 
56 25 34 58 29 (4346) 
9 58 3 52 29 (4282) 
56 60 58 36 5 (4515) 
48 3 60 29 7 (4440) 
60 66 52 34 62 (4485) 
40 25 36 52 7 (4424) 
48 56 58 3 52 (4397) 
40 48 34 36 29 (4643) 
40 25 58 36 7 (4433) 
40 56 66 34 29 (4433) 
56 25 52 60 7 (4392) 
40 5 36 29 7 (4595) 
40 48 34 3 36 (4268) 
48 34 60 29 62 (4541) 
40 9 34 58 48 (4241) 
9 58 36 29 60 (4570) 
9 58 36 62 52 (4441) 
40 9 34 58 7 (4376) 
56 52 36 5 29 (4551) 
40 9 58 29 56 (4517) 
58 3 60 62 7 (4438) 
40 48 66 5 7 (4222) 
40 25 34 58 62 (4326) 
40 48 66 52 62 (4385) 
25 58 52 5 7 (4226) 
40 60 29 62 7 (4817) 
25 34 52 29 60 (4455) 
52 34 3 36 5 (4207) 
56 36 29 62 7 (4660) 
40 66 58 62 7 (4490) 
52 66 58 36 34 (4507) 
56 9 3 52 29 (4184) 
40 56 58 52 5 (4634) 
40 48 34 58 5 (4482) 
44 36 52 29 7 (4291) 
40 56 3 60 5 (4193) 
40 25 52 62 7 (4379) 
52 66 36 29 7 (4522) 
40 9 29 62 56 (4433) 
40 66 52 34 62 (4473) 
40 9 60 29 56 (4481) 
48 60 34 52 7 (4595) 
25 34 36 29 52 (4417) 
40 60 36 62 7 (4727) 
40 48 52 5 7 (4440) 
40 9 60 29 62 (4489) 
40 56 44 29 62 (4229) 
40 34 36 29 62 (4700) 
34 44 58 62 29 (4197) 
40 25 52 56 7 (4352) 
40 3 36 62 7 (4363) 
56 34 60 29 62 (4643) 
40 58 36 62 7 (4771) 
56 25 34 58 62 (4224) 
56 60 58 52 7 (4854) 
40 9 56 62 7 (4340) 
60 66 52 34 29 (4601) 
40 52 74 36 58 (4223) 
48 56 34 60 7 (4464) 
40 9 58 52 25 (4149) 
56 9 34 36 58 (4335) 
52 66 36 62 60 (4512) 
48 25 58 52 60 (4485) 
40 48 52 5 29 (4545) 
40 34 44 58 7 (4164) 
52 34 44 62 60 (4148) 
9 58 60 29 62 (4501) 
56 34 52 58 62 (4686) 
40 60 3 36 29 (4508) 
58 52 29 62 7 (4865) 
56 52 66 36 62 (4381) 
56 34 3 58 62 (4294) 
9 66 58 62 29 (4174) 
56 58 3 60 62 (4415) 
40 52 3 36 62 (4428) 
56 25 58 52 7 (4419) 
48 56 34 3 60 (4220) 
58 3 60 29 7 (4595) 
52 58 44 29 60 (4436) 
40 48 3 36 60 (4420) 
56 60 74 52 7 (4208) 
60 74 52 34 29 (4175) 
40 25 56 48 7 (4184) 
40 56 58 52 62 (4847) 
48 9 36 29 62 (4268) 
40 48 66 5 29 (4327) 
9 66 60 29 7 (4182) 
56 52 66 36 58 (4471) 
40 74 52 58 29 (4297) 
40 48 3 5 29 (4186) 
60 52 29 62 7 (4821) 
40 56 3 36 7 (4333) 
25 34 52 29 62 (4326) 
40 34 52 58 62 (4792) 
40 66 52 34 29 (4580) 
48 66 58 52 34 (4395) 
56 52 3 36 60 (4437) 
25 34 36 62 52 (4264) 
48 60 52 5 29 (4541) 
58 74 52 34 29 (4219) 
40 52 66 36 62 (4497) 
48 25 58 52 56 (4346) 
56 66 60 58 62 (4483) 
25 66 52 29 60 (4265) 
56 52 3 36 62 (4351) 
48 34 5 62 7 (4285) 
25 34 52 60 7 (4350) 
40 34 60 58 5 (4682) 
40 48 34 60 62 (4533) 
48 25 52 5 60 (4146) 
56 52 44 29 62 (4238) 
52 3 36 62 60 (4410) 
40 66 29 62 7 (4486) 
56 9 34 58 62 (4300) 
52 34 36 29 62 (4703) 
56 52 58 44 62 (4253) 
40 34 3 36 62 (4273) 
40 44 58 36 56 (4211) 
40 66 52 34 7 (4475) 
52 66 36 29 60 (4633) 
60 66 52 5 7 (4440) 
40 48 52 5 62 (4448) 
56 9 34 36 60 (4299) 
74 58 52 34 7 (4147) 
56 9 52 62 7 (4347) 
25 34 52 5 60 (4231) 
52 5 60 29 7 (4657) 
40 74 60 58 62 (4223) 
56 52 66 36 29 (4464) 
56 9 36 29 7 (4393) 
48 52 36 5 60 (4520) 
25 5 52 29 7 (4225) 
40 9 60 29 7 (4492) 
40 9 36 5 60 (4240) 
40 58 3 36 5 (4260) 
40 48 66 52 58 (4504) 
52 34 36 62 7 (4597) 
40 56 58 52 29 (4918) 
40 60 52 29 62 (4918) 
40 25 66 60 62 (4153) 
56 25 58 36 29 (4444) 
56 34 60 29 7 (4686) 
56 66 29 62 7 (4382) 
40 9 34 58 62 (4380) 
9 34 36 58 62 (4293) 
40 34 44 29 7 (4163) 
56 60 58 36 7 (4762) 
56 9 58 5 7 (4182) 
40 25 36 60 7 (4407) 
44 58 36 29 62 (4273) 
40 9 34 5 7 (4211) 
56 52 58 36 29 (4889) 
56 3 60 29 62 (4415) 
66 36 34 62 7 (4288) 
40 9 58 29 48 (4395) 
48 60 52 5 62 (4435) 
40 52 66 36 29 (4609) 
56 66 60 58 29 (4565) 
48 56 58 52 7 (4655) 
56 9 34 52 5 (4213) 
9 34 52 58 60 (4503) 
9 5 52 29 7 (4274) 
56 34 60 5 7 (4458) 
52 58 36 5 60 (4672) 
40 9 58 52 5 (4367) 
48 25 58 36 5 (4154) 
56 34 36 29 7 (4634) 
48 56 66 52 58 (4359) 
9 58 52 29 7 (4585) 
9 34 52 5 60 (4287) 
56 52 58 44 29 (4346) 
52 58 3 36 62 (4443) 
34 3 60 58 7 (4419) 
40 48 66 36 56 (4316) 
40 25 66 36 52 (4183) 
40 25 52 56 48 (4279) 
48 44 36 29 52 (4224) 
40 48 58 3 7 (4393) 
40 56 66 58 7 (4453) 
48 34 52 29 62 (4556) 
40 44 58 36 52 (4340) 
40 66 3 60 58 (4285) 
48 52 58 36 29 (4885) 
25 66 60 58 29 (4274) 
44 34 36 29 60 (4197) 
56 9 34 52 62 (4295) 
48 9 60 29 7 (4333) 
40 74 58 62 29 (4254) 
40 25 34 62 48 (4154) 
48 34 5 29 7 (4394) 
40 34 5 58 7 (4620) 
3 52 5 62 29 (4272) 
48 25 34 60 29 (4301) 
56 25 58 36 62 (4326) 
40 25 36 5 52 (4249) 
48 60 66 36 62 (4385) 
48 25 52 62 60 (4322) 
60 34 36 5 7 (4498) 
9 58 52 5 60 (4345) 
56 9 66 52 60 (4169) 
40 60 5 62 29 (4652) 
56 25 34 36 60 (4257) 
40 9 58 62 48 (4290) 
40 34 5 62 7 (4518) 
40 56 5 62 29 (4560) 
56 58 5 62 7 (4485) 
66 36 5 62 29 (4352) 
9 58 60 29 25 (4192) 
40 25 36 29 7 (4428) 
48 34 3 58 7 (4286) 
9 52 5 62 7 (4171) 
40 3 52 5 29 (4344) 
5 3 60 29 7 (4269) 
48 66 34 62 7 (4176) 
56 25 60 5 29 (4158) 
48 9 34 58 62 (4146) 
40 25 58 36 60 (4523) 
40 52 58 36 5 (4698) 
9 34 52 58 5 (4323) 
40 48 58 29 7 (4741) 
48 34 60 29 7 (4602) 
40 48 3 29 56 (4333) 
48 58 3 52 5 (4198) 
25 34 36 58 5 (4200) 
52 34 36 58 7 (4766) 
48 66 36 34 62 (4259) 
48 25 34 36 7 (4195) 
48 25 58 36 7 (4377) 
66 36 5 62 7 (4247) 
56 58 5 62 29 (4572) 
34 58 60 29 5 (4696) 
40 34 36 5 7 (4524) 
48 66 58 62 5 (4244) 
56 58 36 5 62 (4482) 
40 60 66 52 5 (4529) 
56 3 5 62 29 (4184) 
56 3 36 62 7 (4281) 
9 36 60 62 52 (4402) 
40 58 60 5 62 (4657) 
40 48 58 3 52 (4458) 
56 60 36 5 62 (4436) 
25 58 66 34 29 (4148) 
40 48 34 3 62 (4199) 
3 60 5 62 29 (4248) 
40 9 56 5 7 (4166) 
25 34 36 60 7 (4292) 
48 44 36 29 60 (4210) 
9 34 36 29 52 (4442) 
9 36 60 5 7 (4148) 
48 34 36 58 5 (4475) 
40 66 60 62 7 (4490) 
66 5 34 62 7 (4270) 
34 5 36 29 7 (4541) 
40 52 5 62 29 (4685) 
58 3 5 34 7 (4236) 
25 34 36 29 60 (4397) 
48 66 36 29 62 (4377) 
48 56 58 62 7 (4520) 
40 25 60 62 48 (4317) 
40 48 34 62 7 (4447) 
48 60 66 36 58 (4513) 
40 58 5 62 29 (4696) 
40 48 58 5 56 (4395) 
40 48 60 29 62 (4705) 
48 56 66 36 58 (4338) 
40 48 58 3 36 (4441) 
56 60 3 52 5 (4208) 
48 58 3 29 7 (4462) 
48 58 3 36 5 (4181) 
34 58 3 29 5 (4307) 
48 3 52 29 62 (4369) 
48 56 58 60 29 (4722) 
56 25 34 60 7 (4230) 
74 29 52 58 7 (4288) 
9 58 52 5 7 (4273) 
9 58 36 29 52 (4599) 
40 48 3 60 56 (4312) 
48 56 60 5 29 (4384) 
40 44 36 29 48 (4166) 
48 25 58 60 56 (4332) 
48 52 58 36 56 (4731) 
56 66 60 58 5 (4391) 
56 66 29 34 7 (4363) 
40 74 52 29 7 (4220) 
48 34 29 58 7 (4626) 
34 52 5 62 29 (4622) 
40 56 3 5 7 (4155) 
40 9 66 52 34 (4164) 
40 9 34 36 5 (4219) 
56 34 52 5 7 (4498) 
40 56 66 36 5 (4276) 
56 9 34 60 5 (4181) 
40 48 34 52 60 (4640) 
48 56 66 52 60 (4360) 
40 56 3 36 29 (4407) 
25 60 5 62 29 (4216) 
34 3 60 62 7 (4271) 
56 66 36 29 62 (4378) 
56 9 5 29 7 (4183) 
40 60 66 36 5 (4443) 
56 66 52 58 5 (4386) 
40 9 58 52 48 (4395) 
9 36 60 29 5 (4255) 
56 9 52 5 7 (4178) 
48 9 34 52 56 (4184) 
48 56 3 52 7 (4323) 
60 58 3 36 7 (4502) 
56 66 3 60 29 (4174) 
56 58 60 29 62 (4807) 
40 25 58 60 48 (4427) 
48 52 36 29 60 (4861) 
48 9 52 62 56 (4204) 
40 56 74 29 7 (4183) 
66 58 60 34 7 (4504) 
48 25 34 29 62 (4162) 
48 9 58 56 7 (4245) 
40 66 52 58 62 (4594) 
48 52 34 36 7 (4594) 
25 58 36 29 52 (4597) 
48 44 58 36 29 (4234) 
40 3 52 62 7 (4447) 
48 60 58 3 52 (4505) 
40 58 5 62 7 (4591) 
48 52 66 36 34 (4370) 
56 60 3 52 29 (4530) 
40 48 34 3 58 (4294) 
34 52 29 62 7 (4692) 
40 66 36 29 62 (4500) 
40 52 36 62 60 (4834) 
40 9 34 60 29 (4447) 
40 66 52 58 5 (4528) 
48 66 52 5 29 (4336) 
56 66 60 29 62 (4475) 
60 58 36 62 7 (4742) 
48 25 34 60 58 (4304) 
48 25 52 29 7 (4381) 
48 60 34 52 58 (4704) 
40 52 36 62 56 (4750) 
48 66 52 62 7 (4285) 
40 48 3 52 60 (4437) 
56 66 34 62 7 (4279) 
34 36 58 62 29 (4712) 
40 9 34 5 62 (4221) 
48 25 34 52 60 (4297) 
56 58 44 29 62 (4243) 
40 56 36 29 62 (4740) 
9 58 36 5 7 (4184) 
74 52 29 62 7 (4180) 
25 34 52 62 7 (4221) 
25 34 60 58 7 (4357) 
48 60 66 52 7 (4414) 
40 25 60 29 56 (4416) 
56 66 52 58 62 (4478) 
40 58 74 34 29 (4162) 
52 36 29 62 7 (4768) 
40 56 3 36 62 (4341) 
66 60 34 62 29 (4490) 
48 9 58 36 62 (4276) 
60 74 58 52 34 (4178) 
9 58 66 34 29 (4188) 
56 9 34 36 7 (4243) 
40 25 34 36 56 (4219) 
40 48 58 60 29 (4829) 
40 44 36 62 52 (4262) 
56 74 58 52 34 (4173) 
40 52 58 44 62 (4349) 
40 66 52 58 7 (4598) 
60 58 44 5 29 (4175) 
40 25 58 62 56 (4378) 
40 25 66 52 29 (4241) 
56 44 58 36 29 (4264) 
40 56 34 3 5 (4173) 
9 58 3 29 7 (4215) 
56 66 60 58 7 (4476) 
40 56 66 52 62 (4464) 
60 34 52 29 62 (4756) 
48 52 36 5 29 (4540) 
56 60 52 62 7 (4715) 
56 34 36 62 7 (4500) 
48 34 60 58 7 (4603) 
25 36 52 29 60 (4570) 
40 9 34 29 56 (4368) 
40 60 66 52 62 (4594) 
56 34 52 29 62 (4682) 
56 9 36 60 7 (4356) 
9 66 60 58 29 (4291) 
56 60 3 52 62 (4411) 
9 36 5 62 29 (4189) 
40 58 52 29 62 (4962) 
40 25 58 36 5 (4258) 
56 9 36 62 7 (4255) 
25 36 29 62 52 (4433) 
48 52 58 36 5 (4546) 
56 58 29 62 7 (4757) 
48 60 34 36 5 (4451) 
60 66 3 52 29 (4300) 
58 3 60 29 62 (4512) 
40 25 58 36 56 (4388) 
40 9 66 52 56 (4148) 
56 66 3 52 29 (4170) 
40 25 34 52 58 (4420) 
34 3 58 62 7 (4304) 
40 9 36 29 56 (4421) 
25 34 52 29 7 (4376) 
25 58 52 5 60 (4307) 
56 60 34 52 5 (4543) 
9 34 36 58 29 (4449) 
56 9 34 60 62 (4263) 
40 52 34 36 62 (4695) 
40 48 60 5 7 (4427) 
40 66 52 5 29 (4525) 
40 56 74 60 7 (4146) 
52 66 36 60 7 (4526) 
40 66 36 58 62 (4508) 
40 25 52 29 7 (4484) 
56 58 52 29 62 (4846) 
34 3 52 5 7 (4229) 
52 66 36 62 7 (4397) 
9 66 60 34 29 (4189) 
56 25 58 60 29 (4482) 
40 60 74 52 58 (4266) 
40 48 34 52 5 (4474) 
40 9 66 58 29 (4270) 
60 34 3 52 58 (4486) 
56 9 58 3 29 (4188) 
48 9 36 56 7 (4220) 
56 25 34 36 52 (4281) 
9 58 52 62 7 (4419) 
9 58 60 29 7 (4556) 
40 9 60 48 7 (4268) 
40 25 58 5 56 (4169) 
40 9 58 36 60 (4511) 
40 48 44 60 52 (4168) 
56 25 34 52 58 (4346) 
40 48 58 52 56 (4689) 
40 48 52 5 60 (4526) 
40 9 66 36 58 (4177) 
48 34 3 58 62 (4211) 
56 52 5 62 7 (4480) 
25 58 3 52 29 (4216) 
40 9 58 52 29 (4631) 
56 58 36 29 7 (4800) 
52 34 44 29 62 (4188) 
56 9 34 52 29 (4426) 
52 34 44 29 60 (4275) 
44 36 29 62 7 (4169) 
56 34 52 58 29 (4817) 
40 48 58 5 29 (4555) 
48 25 52 29 62 (4327) 
48 66 60 5 7 (4242) 
9 34 60 29 7 (4403) 
40 25 34 36 52 (4355) 
48 25 52 29 60 (4474) 
40 52 36 60 7 (4841) 
40 9 58 3 52 (4217) 
48 9 60 56 7 (4229) 
40 9 66 36 60 (4178) 
48 56 5 62 29 (4328) 
48 66 34 29 5 (4268) 
58 34 3 66 29 (4190) 
40 52 34 36 29 (4807) 
48 34 60 58 5 (4476) 
40 48 34 5 56 (4330) 
40 58 3 34 29 (4461) 
9 66 52 58 60 (4287) 
40 9 52 60 56 (4482) 
3 52 29 62 7 (4462) 
40 52 5 62 7 (4580) 
40 60 58 36 5 (4663) 
40 58 36 29 7 (4888) 
40 25 34 60 7 (4293) 
48 56 58 36 60 (4709) 
48 66 36 34 5 (4246) 
48 66 29 34 7 (4294) 
40 9 58 60 56 (4486) 
60 34 36 29 62 (4668) 
58 36 5 62 7 (4507) 
40 36 5 62 29 (4599) 
9 66 52 58 29 (4283) 
40 58 36 5 62 (4606) 
48 34 58 29 5 (4497) 
25 34 52 58 5 (4258) 
48 66 60 34 62 (4285) 
56 25 36 62 7 (4227) 
66 60 5 62 7 (4344) 
58 3 36 29 7 (4536) 
40 25 34 58 56 (4284) 
56 58 36 5 29 (4555) 
9 58 60 5 62 (4251) 
9 36 52 29 60 (4563) 
40 48 36 5 52 (4526) 
40 25 52 5 60 (4288) 
60 3 36 62 7 (4345) 
25 34 29 62 7 (4227) 
66 52 34 62 5 (4366) 
40 74 60 58 29 (4264) 
40 56 34 60 62 (4635) 
56 9 34 52 60 (4391) 
25 34 36 5 52 (4193) 
9 58 52 5 62 (4282) 
56 36 5 62 29 (4475) 
66 5 58 62 7 (4344) 
34 36 5 62 7 (4432) 
48 56 34 60 5 (4324) 
48 56 58 29 7 (4653) 
56 44 36 29 60 (4220) 
60 36 5 62 29 (4568) 
48 52 58 3 36 (4501) 
56 44 29 62 7 (4155) 
48 34 3 52 62 (4204) 
48 60 58 44 29 (4233) 
48 60 36 29 7 (4760) 
40 58 52 5 7 (4683) 
40 48 58 36 60 (4816) 
66 58 29 62 5 (4449) 
56 36 5 62 7 (4388) 
48 52 36 60 7 (4756) 
48 58 3 62 7 (4304) 
25 58 29 62 7 (4398) 
40 25 48 62 7 (4217) 
40 48 58 36 56 (4668) 
60 66 36 34 7 (4408) 
40 48 66 29 7 (4397) 
48 52 34 36 29 (4700) 
48 60 66 36 34 (4379) 
48 56 3 29 7 (4327) 
48 34 58 62 5 (4391) 
40 34 5 62 29 (4620) 
48 25 36 60 7 (4360) 
9 58 60 5 29 (4351) 
48 58 36 29 7 (4784) 
40 9 52 56 7 (4420) 
40 60 58 52 62 (4931) 
34 58 36 29 5 (4644) 
48 56 34 3 29 (4242) 
40 66 36 34 5 (4366) 
25 34 5 62 29 (4165) 
40 48 36 62 7 (4598) 
40 25 60 29 62 (4467) 
48 25 29 62 56 (4208) 
48 56 3 60 7 (4305) 
40 66 58 36 34 (4495) 
40 56 34 60 29 (4713) 
40 56 58 5 7 (4545) 
56 34 3 29 7 (4335) 
56 66 5 29 7 (4299) 
40 56 34 5 7 (4484) 
40 9 5 62 56 (4187) 
56 60 44 29 7 (4219) 
56 58 66 34 5 (4327) 
48 56 66 29 7 (4264) 
48 34 60 58 29 (4709) 
48 56 58 60 7 (4635) 
40 56 34 3 7 (4269) 
48 66 3 60 58 (4169) 
34 60 5 62 29 (4587) 
40 48 66 36 34 (4358) 
48 56 34 58 29 (4578) 
48 56 34 3 36 (4216) 
40 56 3 60 29 (4467) 
40 48 66 60 29 (4508) 
40 9 36 5 52 (4271) 
48 3 36 29 7 (4436) 
48 9 58 60 29 (4443) 
74 60 29 62 7 (4147) 
56 60 52 5 29 (4603) 
56 9 52 5 60 (4232) 
56 66 60 5 7 (4301) 
40 48 3 52 7 (4384) 
40 44 29 62 7 (4241) 
48 56 52 29 7 (4649) 
40 9 36 29 48 (4370) 
40 56 34 5 62 (4502) 
56 34 3 29 62 (4294) 
48 34 3 36 58 (4334) 
40 66 5 29 7 (4429) 
40 56 58 36 5 (4542) 
40 56 58 29 7 (4829) 
40 48 66 34 29 (4380) 
48 56 3 36 60 (4353) 
60 74 36 58 62 (4149) 
58 3 5 62 7 (4210) 
40 48 34 36 52 (4638) 
5 36 29 62 7 (4504) 
56 66 58 62 5 (4316) 
40 48 66 60 7 (4401) 
48 66 52 29 7 (4410) 
48 25 36 29 7 (4372) 
40 60 3 36 7 (4434) 
25 34 36 5 29 (4197) 
48 44 36 60 52 (4212) 
48 9 36 56 52 (4316) 
34 3 52 5 62 (4208) 
9 58 60 5 7 (4244) 
48 58 60 29 7 (4785) 
40 25 36 29 48 (4414) 
48 56 58 5 29 (4408) 
48 60 5 62 7 (4336) 
48 66 60 34 7 (4296) 
56 9 52 29 62 (4440) 
40 66 3 58 7 (4212) 
56 3 36 29 7 (4401) 
40 9 56 29 5 (4255) 
48 25 34 58 29 (4318) 
48 34 5 62 29 (4387) 
48 58 3 36 62 (4352) 
48 52 34 36 58 (4703) 
40 25 34 52 60 (4394) 
58 29 74 34 7 (4154) 
40 66 58 62 5 (4440) 
40 25 52 60 48 (4418) 
40 52 36 29 7 (4878) 
56 66 34 62 5 (4253) 
25 34 36 62 60 (4245) 
40 58 3 52 7 (4551) 
48 9 58 60 62 (4283) 
52 34 44 58 62 (4192) 
48 56 58 36 29 (4721) 
56 25 58 60 7 (4395) 
40 58 3 52 5 (4344) 
52 66 36 5 62 (4345) 
66 52 29 62 7 (4490) 
56 66 58 34 62 (4372) 
25 36 29 62 7 (4332) 
66 60 34 62 5 (4375) 
9 58 52 29 62 (4530) 
56 34 3 60 62 (4261) 
60 74 36 58 29 (4243) 
25 34 36 29 62 (4268) 
40 60 66 3 52 (4276) 
48 9 36 62 7 (4157) 
9 66 52 58 62 (4170) 
48 56 52 29 60 (4718) 
9 52 60 29 7 (4549) 
58 3 52 5 7 (4294) 
56 25 34 36 58 (4284) 
60 34 52 5 62 (4582) 
56 25 52 29 60 (4479) 
25 58 60 29 62 (4482) 
48 56 60 5 62 (4309) 
48 25 58 29 62 (4337) 
48 5 60 29 7 (4444) 
40 9 3 29 7 (4150) 
56 52 74 36 29 (4217) 
56 25 36 52 7 (4354) 
44 58 36 60 7 (4263) 
40 66 3 29 7 (4212) 
56 9 52 62 60 (4409) 
56 60 58 52 62 (4815) 
48 5 29 62 7 (4357) 
9 36 29 62 60 (4404) 
40 9 34 56 7 (4277) 
25 52 60 29 5 (4304) 
25 36 60 52 7 (4465) 
48 25 58 52 7 (4386) 
40 34 3 66 58 (4169) 
40 25 34 52 29 (4417) 
25 34 58 62 5 (4169) 
40 48 58 60 62 (4718) 
52 66 36 34 62 (4388) 
48 25 52 62 56 (4216) 
40 56 66 36 7 (4357) 
34 3 60 29 7 (4419) 
56 25 36 60 52 (4425) 
56 9 36 29 62 (4348) 
40 52 36 5 62 (4595) 
40 25 56 29 5 (4166) 
25 66 52 29 7 (4154) 
9 34 60 58 7 (4402) 
60 34 36 29 7 (4729) 
40 52 36 62 7 (4760) 
60 66 58 52 34 (4604) 
48 25 34 58 62 (4166) 
25 66 52 58 7 (4157) 
40 9 3 52 29 (4217) 
40 34 52 29 7 (4796) 
56 74 52 58 62 (4221) 
40 25 66 52 60 (4249) 
34 3 52 58 7 (4446) 
40 9 36 60 56 (4390) 
40 25 36 62 48 (4315) 
40 25 34 52 7 (4312) 
48 60 66 36 5 (4325) 
56 60 34 52 58 (4776) 
40 66 52 58 29 (4705) 
60 74 52 58 62 (4227) 
34 5 58 62 7 (4529) 
25 58 36 62 52 (4445) 
40 25 58 29 48 (4432) 
40 74 36 58 7 (4148) 
40 9 58 3 60 (4197) 
56 34 58 62 7 (4597) 
48 9 36 29 7 (4324) 
40 52 74 36 62 (4169) 
9 66 36 60 52 (4191) 
9 58 36 62 60 (4410) 
25 34 36 62 7 (4163) 
40 52 36 29 60 (4946) 
40 25 52 48 7 (4318) 
56 52 36 5 62 (4477) 
56 52 29 62 7 (4752) 
48 66 52 5 62 (4233) 
9 3 36 60 52 (4163) 
56 60 74 36 29 (4177) 
56 3 52 29 62 (4444) 
40 9 66 60 58 (4274) 
52 58 3 36 60 (4567) 
40 34 52 5 29 (4714) 
40 48 66 52 29 (4497) 
40 52 36 29 56 (4822) 
56 52 58 36 7 (4802) 
40 9 34 5 29 (4314) 
40 9 58 60 7 (4491) 
40 56 66 34 7 (4344) 
56 60 58 52 29 (4941) 
56 25 34 52 7 (4254) 
56 60 3 36 29 (4441) 
9 66 58 60 34 (4190) 
40 60 34 52 58 (4863) 
56 66 52 58 29 (4560) 
40 25 58 52 7 (4489) 
52 44 29 62 60 (4305) 
60 74 52 58 7 (4250) 
40 56 58 36 60 (4795) 
9 66 29 58 7 (4181) 
40 58 3 36 7 (4467) 
56 9 34 29 62 (4298) 
66 34 3 52 58 (4183) 
40 44 36 29 52 (4326) 
60 58 3 52 62 (4503) 
40 56 74 52 7 (4185) 
9 66 52 34 29 (4181) 
56 74 52 58 29 (4305) 
56 9 66 60 58 (4173) 
9 36 60 29 7 (4460) 
40 9 56 29 7 (4425) 
40 25 36 29 56 (4377) 
40 52 58 36 7 (4884) 
40 56 66 52 29 (4538) 
48 25 58 62 7 (4232) 
60 74 52 58 29 (4321) 
58 3 36 29 62 (4452) 
40 66 52 29 62 (4586) 
40 9 34 60 56 (4333) 
48 52 36 5 62 (4435) 
56 52 34 3 36 (4312) 
40 60 66 52 29 (4706) 
48 34 60 5 7 (4371) 
56 9 60 5 62 (4158) 
52 66 36 34 7 (4399) 
66 34 52 29 5 (4468) 
40 9 52 29 60 (4595) 
25 34 36 29 7 (4318) 
66 3 60 29 62 (4197) 
48 3 52 62 7 (4295) 
40 52 44 29 62 (4334) 
44 58 36 29 52 (4394) 
56 58 3 36 7 (4401) 
60 66 3 52 62 (4188) 
40 9 60 56 48 (4263) 
9 58 36 5 62 (4193) 
56 66 60 34 62 (4372) 
40 3 36 29 62 (4437) 
48 60 66 52 62 (4400) 
56 60 66 36 58 (4476) 
40 25 48 29 5 (4149) 
48 58 52 29 62 (4733) 
40 25 58 52 56 (4450) 
56 60 3 36 62 (4322) 
40 9 36 29 7 (4432) 
48 25 52 56 7 (4248) 
40 25 34 52 5 (4240) 
40 56 66 60 62 (4469) 
9 58 5 62 29 (4286) 
48 34 29 62 7 (4457) 
40 25 34 56 7 (4192) 
40 66 36 58 29 (4619) 
40 25 58 60 29 (4577) 
48 25 29 62 7 (4226) 
48 56 66 52 5 (4178) 
56 25 58 60 62 (4365) 
60 58 3 36 5 (4247) 
48 52 34 36 62 (4534) 
48 56 3 62 7 (4207) 
40 74 60 29 7 (4187) 
40 56 66 3 60 (4151) 
60 52 5 62 29 (4654) 
60 58 44 29 62 (4316) 
40 25 36 62 56 (4312) 
40 9 58 5 7 (4264) 
9 52 5 62 60 (4243) 
56 3 36 29 62 (4355) 
52 34 36 5 7 (4534) 
40 3 60 29 62 (4497) 
40 48 3 36 52 (4432) 
56 9 52 5 62 (4192) 
52 36 60 29 5 (4668) 
56 9 60 5 29 (4235) 
40 56 58 5 29 (4632) 
40 34 3 62 7 (4292) 
40 3 36 29 7 (4467) 
48 56 58 36 5 (4389) 
52 66 36 58 5 (4451) 
25 58 5 62 29 (4243) 
56 58 36 62 7 (4667) 
48 60 52 62 7 (4604) 
40 66 5 62 29 (4436) 
40 48 58 52 5 (4551) 
48 66 52 34 7 (4287) 
48 56 34 3 52 (4238) 
66 5 36 34 7 (4279) 
48 9 56 29 7 (4246) 
40 25 58 60 62 (4479) 
48 58 3 29 62 (4378) 
56 44 36 29 62 (4156) 
40 48 3 62 7 (4289) 
9 34 36 58 52 (4443) 
52 34 3 36 58 (4427) 
60 66 36 5 29 (4459) 
48 9 34 60 56 (4172) 
48 66 36 58 5 (4324) 
9 34 52 60 7 (4395) 
34 5 52 29 7 (4629) 
40 9 34 36 48 (4216) 
40 34 60 5 7 (4577) 
40 56 66 29 62 (4461) 
48 56 34 58 62 (4447) 
48 66 34 62 5 (4166) 
40 52 66 36 5 (4432) 
40 48 66 60 62 (4396) 
40 56 66 60 29 (4543) 
48 56 66 60 58 (4364) 
40 48 36 29 60 (4804) 
48 52 3 36 56 (4371) 
40 48 58 3 60 (4446) 
56 74 58 62 29 (4211) 
40 48 34 58 56 (4516) 
52 36 5 62 60 (4562) 
48 25 58 60 29 (4483) 
56 34 5 58 7 (4502) 
40 56 34 5 29 (4570) 
60 34 3 36 62 (4252) 
40 48 3 29 62 (4363) 
40 48 58 3 56 (4333) 
56 58 60 5 29 (4607) 
44 58 36 29 60 (4360) 
40 44 36 60 48 (4155) 
56 58 3 34 5 (4192) 
58 3 5 29 7 (4303) 
40 56 3 36 60 (4374) 
56 60 58 52 5 (4607) 
56 66 58 29 5 (4387) 
40 25 36 60 48 (4409) 
56 60 36 29 62 (4710) 
48 66 60 29 62 (4403) 
56 25 58 52 5 (4185) 
60 3 52 5 7 (4260) 
56 66 36 58 5 (4294) 
56 66 29 58 7 (4472) 
56 44 58 36 60 (4232) 
48 9 34 36 56 (4163) 
40 56 58 3 5 (4226) 
56 25 36 29 7 (4352) 
