62 (3060.0) 
7 (3076.0) 
52 (3185.0) 
5 (2971.0) 
42 (2714.0) 
3 (2839.0) 
64 (2631.0) 
66 (3021.0) 
60 (3149.0) 
40 (3170.0) 
25 (2860.0) 
36 (3099.0) 
58 (3195.0) 
48 (3013.0) 
44 (2612.0) 
29 (3181.0) 
34 (3040.0) 
56 (3021.0) 
9 (2874.0) 
9 66 36 58 52 (2609.0) 
56 9 52 29 7 (2646.0) 
40 48 36 29 7 (2834.0) 
66 3 60 58 7 (2630.0) 
56 34 36 58 29 (2782.0) 
40 48 34 36 56 (2652.0) 
48 58 3 52 29 (2663.0) 
48 56 66 52 7 (2596.0) 
25 36 29 62 60 (2633.0) 
58 34 3 66 29 (2584.0) 
56 60 58 36 7 (2776.0) 
40 9 58 52 60 (2804.0) 
40 56 58 3 62 (2613.0) 
48 56 58 36 60 (2784.0) 
40 48 3 36 29 (2620.0) 
40 56 66 36 29 (2718.0) 
40 9 36 5 29 (2565.0) 
48 58 3 66 29 (2563.0) 
40 34 3 66 29 (2563.0) 
40 60 66 36 7 (2785.0) 
40 66 60 5 29 (2808.0) 
40 56 58 60 29 (2936.0) 
40 48 36 29 52 (2935.0) 
40 66 36 34 29 (2764.0) 
40 66 5 34 7 (2630.0) 
40 56 34 58 7 (2766.0) 
56 66 52 5 62 (2583.0) 
48 58 60 29 7 (2860.0) 
40 9 36 56 52 (2628.0) 
40 34 3 60 58 (2650.0) 
48 25 34 58 29 (2596.0) 
60 34 36 58 5 (2746.0) 
40 66 5 62 7 (2603.0) 
40 48 66 34 62 (2606.0) 
56 9 58 52 60 (2707.0) 
40 9 5 62 29 (2566.0) 
34 36 5 62 29 (2677.0) 
40 60 34 36 62 (2760.0) 
40 48 66 60 34 (2717.0) 
48 66 36 29 7 (2728.0) 
40 48 58 56 7 (2710.0) 
60 36 5 62 7 (2606.0) 
48 60 34 36 62 (2680.0) 
40 25 66 36 48 (2578.0) 
40 56 5 62 7 (2616.0) 
40 48 58 60 7 (2842.0) 
48 34 36 58 29 (2826.0) 
48 66 52 58 5 (2672.0) 
40 9 58 36 48 (2642.0) 
40 48 58 5 62 (2663.0) 
48 58 3 52 7 (2589.0) 
5 60 29 62 7 (2700.0) 
40 3 60 62 7 (2602.0) 
40 48 66 36 7 (2708.0) 
40 34 3 29 62 (2588.0) 
56 5 29 62 7 (2625.0) 
34 52 58 62 5 (2769.0) 
56 58 3 29 62 (2627.0) 
60 42 52 58 7 (2572.0) 
48 56 66 34 29 (2578.0) 
9 66 36 29 52 (2606.0) 
56 66 34 29 5 (2596.0) 
66 34 60 29 5 (2749.0) 
40 66 36 5 7 (2606.0) 
56 58 5 29 7 (2705.0) 
48 60 29 62 7 (2726.0) 
9 34 60 58 62 (2600.0) 
60 66 36 5 29 (2731.0) 
58 66 34 62 5 (2647.0) 
48 66 58 62 7 (2629.0) 
48 56 36 29 62 (2699.0) 
48 9 58 52 62 (2559.0) 
40 9 52 29 62 (2722.0) 
48 25 34 36 60 (2564.0) 
40 34 3 36 29 (2590.0) 
25 66 36 58 60 (2648.0) 
40 48 34 36 7 (2698.0) 
48 60 66 36 7 (2732.0) 
40 5 29 62 7 (2731.0) 
48 66 52 34 62 (2609.0) 
60 34 36 5 62 (2637.0) 
40 58 3 29 62 (2709.0) 
48 25 34 52 29 (2589.0) 
48 66 36 34 29 (2708.0) 
66 5 36 29 7 (2624.0) 
40 25 34 58 29 (2684.0) 
56 34 36 5 62 (2559.0) 
40 66 34 62 5 (2636.0) 
48 9 58 36 29 (2656.0) 
56 9 52 29 60 (2702.0) 
58 3 52 29 7 (2756.0) 
48 9 58 36 52 (2656.0) 
40 9 36 29 52 (2739.0) 
56 9 66 52 58 (2587.0) 
66 52 5 62 29 (2710.0) 
40 25 34 36 48 (2559.0) 
40 48 36 29 62 (2821.0) 
40 52 36 5 29 (2835.0) 
25 36 52 29 5 (2569.0) 
40 25 58 29 56 (2659.0) 
66 34 29 5 7 (2646.0) 
56 34 52 58 5 (2730.0) 
56 60 52 29 7 (2862.0) 
56 9 66 60 29 (2589.0) 
40 9 66 36 29 (2593.0) 
56 25 34 58 29 (2563.0) 
9 58 3 52 29 (2565.0) 
56 60 58 36 5 (2658.0) 
48 3 60 29 7 (2576.0) 
60 66 52 34 62 (2757.0) 
40 42 52 29 62 (2570.0) 
40 25 36 52 7 (2641.0) 
40 48 34 36 29 (2804.0) 
40 25 58 36 7 (2650.0) 
40 56 66 34 29 (2705.0) 
56 25 52 60 7 (2566.0) 
40 5 36 29 7 (2738.0) 
9 58 36 29 60 (2731.0) 
9 58 36 62 52 (2645.0) 
40 9 34 58 7 (2623.0) 
56 52 36 5 29 (2694.0) 
40 9 58 29 56 (2721.0) 
58 3 60 62 7 (2617.0) 
40 60 58 52 29 (3099.0) 
40 25 66 60 7 (2576.0) 
40 25 34 58 62 (2586.0) 
40 48 66 52 62 (2718.0) 
58 3 34 62 29 (2600.0) 
25 34 52 29 60 (2672.0) 
56 36 29 62 7 (2717.0) 
40 66 58 62 7 (2762.0) 
52 66 58 36 34 (2779.0) 
40 56 58 52 5 (2777.0) 
40 25 34 60 58 (2661.0) 
40 25 52 62 7 (2596.0) 
48 25 66 52 60 (2611.0) 
52 66 36 29 7 (2794.0) 
40 9 29 62 56 (2637.0) 
40 66 52 34 62 (2745.0) 
40 9 60 29 56 (2685.0) 
48 60 34 52 7 (2713.0) 
25 34 36 29 52 (2634.0) 
40 60 36 62 7 (2784.0) 
40 48 52 5 7 (2644.0) 
40 9 60 29 62 (2693.0) 
40 34 36 29 62 (2800.0) 
40 25 52 56 7 (2569.0) 
56 34 60 29 62 (2743.0) 
40 58 36 62 7 (2828.0) 
40 56 34 3 52 (2561.0) 
60 66 52 34 29 (2873.0) 
52 66 36 62 60 (2784.0) 
48 25 58 52 60 (2720.0) 
40 25 52 29 60 (2785.0) 
9 58 60 29 62 (2705.0) 
56 34 52 58 62 (2786.0) 
40 60 3 36 29 (2687.0) 
58 52 29 62 7 (2922.0) 
56 52 66 36 62 (2653.0) 
9 66 58 62 29 (2593.0) 
56 58 3 60 62 (2594.0) 
40 52 3 36 62 (2607.0) 
56 25 58 52 7 (2593.0) 
58 3 60 29 7 (2731.0) 
40 48 3 36 60 (2599.0) 
40 56 58 52 62 (2904.0) 
40 48 66 5 29 (2660.0) 
9 66 60 29 7 (2601.0) 
60 66 58 52 42 (2605.0) 
56 52 66 36 58 (2743.0) 
25 34 29 58 7 (2600.0) 
60 52 29 62 7 (2878.0) 
25 34 52 29 62 (2586.0) 
40 34 52 58 62 (2892.0) 
40 66 52 34 29 (2852.0) 
48 66 58 52 34 (2728.0) 
56 52 3 36 60 (2573.0) 
48 60 52 5 29 (2745.0) 
40 52 66 36 62 (2769.0) 
56 60 58 52 5 (2750.0) 
56 66 60 58 62 (2755.0) 
25 66 52 29 60 (2697.0) 
52 34 36 60 7 (2779.0) 
48 34 52 5 7 (2591.0) 
40 34 60 58 5 (2825.0) 
52 3 36 62 60 (2589.0) 
40 66 29 62 7 (2758.0) 
52 34 36 29 62 (2803.0) 
40 66 52 34 7 (2747.0) 
52 66 36 29 60 (2905.0) 
60 66 52 5 7 (2712.0) 
40 48 52 5 62 (2652.0) 
66 3 52 58 62 (2582.0) 
56 52 66 36 29 (2736.0) 
48 52 36 5 60 (2724.0) 
48 60 52 29 7 (2850.0) 
40 9 60 29 7 (2696.0) 
40 48 66 52 58 (2837.0) 
52 34 36 62 7 (2697.0) 
40 56 58 52 29 (2975.0) 
40 25 66 60 62 (2585.0) 
56 25 58 36 29 (2618.0) 
56 34 60 29 7 (2743.0) 
56 66 29 62 7 (2654.0) 
40 9 34 58 62 (2627.0) 
40 25 36 60 7 (2624.0) 
56 52 58 36 29 (2903.0) 
56 3 60 29 62 (2594.0) 
66 36 34 62 7 (2560.0) 
40 9 58 29 48 (2660.0) 
48 60 52 5 62 (2639.0) 
40 52 66 36 29 (2881.0) 
56 66 60 58 29 (2837.0) 
48 56 58 52 7 (2730.0) 
60 66 52 58 5 (2820.0) 
9 5 52 29 7 (2564.0) 
56 9 60 29 7 (2614.0) 
52 58 36 5 60 (2815.0) 
40 9 58 52 5 (2657.0) 
56 34 36 29 7 (2691.0) 
48 56 66 52 58 (2692.0) 
9 58 52 29 7 (2746.0) 
9 34 52 5 60 (2577.0) 
40 34 52 42 29 (2579.0) 
52 58 3 36 62 (2622.0) 
9 36 60 62 52 (2606.0) 
34 3 60 58 7 (2598.0) 
40 48 66 36 56 (2649.0) 
40 25 66 36 52 (2615.0) 
40 25 52 56 48 (2557.0) 
40 48 58 3 7 (2572.0) 
40 56 66 58 7 (2725.0) 
48 34 52 29 62 (2717.0) 
40 66 3 60 58 (2679.0) 
48 52 58 36 29 (2960.0) 
48 66 58 29 5 (2679.0) 
48 34 5 29 7 (2598.0) 
40 34 5 58 7 (2763.0) 
48 25 34 60 29 (2579.0) 
40 48 34 52 58 (2824.0) 
48 60 66 36 62 (2718.0) 
48 25 52 62 60 (2600.0) 
60 34 36 5 7 (2641.0) 
9 58 52 5 60 (2635.0) 
56 9 66 52 60 (2588.0) 
40 60 5 62 29 (2795.0) 
40 34 5 62 7 (2661.0) 
40 56 5 62 29 (2703.0) 
56 58 5 62 7 (2628.0) 
66 36 5 62 29 (2624.0) 
40 25 36 29 7 (2645.0) 
60 34 52 5 29 (2831.0) 
56 34 36 62 7 (2600.0) 
40 25 58 36 60 (2740.0) 
40 52 58 36 5 (2841.0) 
9 34 52 58 5 (2613.0) 
58 66 52 42 29 (2597.0) 
48 34 60 29 7 (2720.0) 
52 34 36 58 7 (2823.0) 
48 66 36 34 62 (2592.0) 
48 25 58 36 7 (2612.0) 
56 58 5 62 29 (2715.0) 
34 58 60 29 5 (2839.0) 
40 34 36 5 7 (2667.0) 
48 66 58 62 5 (2577.0) 
56 58 36 5 62 (2625.0) 
40 25 66 52 48 (2587.0) 
52 42 36 29 60 (2584.0) 
40 58 60 5 62 (2800.0) 
25 58 66 34 29 (2580.0) 
9 34 36 29 52 (2646.0) 
48 34 36 58 5 (2679.0) 
40 66 60 62 7 (2762.0) 
34 5 36 29 7 (2684.0) 
40 52 5 62 29 (2828.0) 
25 34 36 29 60 (2614.0) 
48 66 36 29 62 (2710.0) 
48 56 58 62 7 (2638.0) 
40 25 60 62 48 (2595.0) 
40 48 34 62 7 (2608.0) 
48 60 66 36 58 (2846.0) 
40 58 5 62 29 (2839.0) 
40 25 58 60 56 (2644.0) 
48 25 66 36 60 (2602.0) 
40 48 60 29 62 (2823.0) 
48 56 66 36 58 (2671.0) 
48 60 34 36 7 (2696.0) 
48 58 3 29 7 (2598.0) 
34 58 3 29 5 (2572.0) 
48 56 58 60 29 (2797.0) 
9 58 52 5 7 (2563.0) 
9 58 36 29 52 (2760.0) 
48 56 34 58 7 (2606.0) 
48 56 60 5 29 (2588.0) 
48 25 58 60 56 (2567.0) 
48 52 58 36 56 (2806.0) 
56 66 60 58 5 (2663.0) 
56 66 29 34 7 (2635.0) 
34 52 5 62 29 (2765.0) 
40 9 66 52 34 (2583.0) 
56 34 52 5 7 (2641.0) 
48 56 36 5 60 (2567.0) 
48 56 66 52 60 (2693.0) 
40 56 3 36 29 (2586.0) 
56 66 36 29 62 (2650.0) 
40 60 66 36 5 (2715.0) 
56 66 52 58 5 (2658.0) 
40 9 58 52 48 (2660.0) 
60 58 3 36 7 (2638.0) 
56 66 3 60 29 (2568.0) 
56 58 60 29 62 (2864.0) 
40 25 58 60 48 (2705.0) 
48 52 36 29 60 (2936.0) 
66 58 60 34 7 (2776.0) 
40 66 52 58 62 (2866.0) 
48 52 34 36 7 (2712.0) 
25 58 36 29 52 (2771.0) 
60 34 52 58 62 (2860.0) 
40 48 34 52 7 (2715.0) 
48 52 66 36 34 (2703.0) 
56 60 3 52 29 (2666.0) 
34 52 29 62 7 (2792.0) 
40 66 36 29 62 (2772.0) 
40 52 36 62 60 (2891.0) 
40 66 52 58 5 (2800.0) 
48 66 52 5 29 (2669.0) 
56 66 60 29 62 (2747.0) 
60 58 36 62 7 (2799.0) 
48 25 52 29 7 (2616.0) 
48 60 34 52 58 (2822.0) 
40 52 36 62 56 (2807.0) 
48 66 52 62 7 (2618.0) 
34 36 58 62 29 (2812.0) 
48 25 34 52 60 (2575.0) 
40 56 36 29 62 (2797.0) 
58 3 60 5 29 (2605.0) 
25 34 60 58 7 (2574.0) 
48 60 66 52 7 (2747.0) 
40 25 60 29 56 (2633.0) 
56 66 52 58 62 (2750.0) 
52 36 29 62 7 (2825.0) 
40 3 29 62 7 (2635.0) 
66 60 34 62 29 (2762.0) 
9 58 66 34 29 (2607.0) 
40 25 52 5 29 (2614.0) 
60 66 3 52 34 (2577.0) 
40 25 58 62 56 (2595.0) 
40 25 66 52 29 (2673.0) 
40 56 34 29 62 (2775.0) 
40 9 34 60 29 (2694.0) 
56 66 60 58 7 (2748.0) 
40 56 66 52 62 (2736.0) 
60 34 52 29 62 (2856.0) 
48 52 36 5 29 (2744.0) 
56 60 52 62 7 (2772.0) 
40 60 42 36 58 (2582.0) 
25 36 52 29 60 (2744.0) 
40 9 34 29 56 (2615.0) 
40 60 66 52 62 (2866.0) 
56 34 52 29 62 (2782.0) 
9 66 60 58 29 (2710.0) 
56 60 3 52 62 (2590.0) 
40 58 52 29 62 (3019.0) 
40 9 52 62 7 (2611.0) 
25 36 29 62 52 (2650.0) 
56 58 29 62 7 (2814.0) 
48 60 34 36 5 (2655.0) 
60 66 3 52 29 (2694.0) 
58 3 60 29 62 (2691.0) 
40 25 58 36 56 (2605.0) 
40 9 66 52 56 (2567.0) 
56 66 3 52 29 (2564.0) 
40 25 34 52 58 (2680.0) 
40 9 36 29 56 (2625.0) 
25 34 52 29 7 (2593.0) 
25 58 52 5 60 (2610.0) 
9 34 36 58 29 (2653.0) 
25 66 52 34 29 (2573.0) 
40 52 34 36 62 (2795.0) 
40 48 60 5 7 (2631.0) 
40 66 52 5 29 (2797.0) 
52 66 36 60 7 (2798.0) 
40 66 36 58 62 (2780.0) 
40 42 52 58 29 (2678.0) 
40 25 52 29 7 (2701.0) 
56 58 52 29 62 (2903.0) 
52 66 36 62 7 (2669.0) 
9 66 60 34 29 (2608.0) 
48 56 58 5 29 (2612.0) 
40 48 34 52 5 (2678.0) 
40 9 66 58 29 (2689.0) 
60 34 3 52 58 (2665.0) 
42 29 52 58 7 (2592.0) 
9 58 60 29 7 (2717.0) 
40 9 58 36 60 (2715.0) 
56 25 34 52 58 (2563.0) 
40 48 58 52 56 (2807.0) 
40 48 52 5 60 (2730.0) 
40 9 66 36 58 (2596.0) 
56 52 5 62 7 (2623.0) 
40 42 52 58 62 (2582.0) 
56 58 36 29 7 (2814.0) 
56 9 34 52 29 (2630.0) 
25 66 58 52 34 (2576.0) 
60 42 52 29 7 (2569.0) 
42 60 58 62 29 (2562.0) 
56 34 52 58 29 (2874.0) 
40 48 58 5 29 (2759.0) 
60 52 5 62 29 (2797.0) 
48 66 60 5 7 (2575.0) 
40 25 34 36 52 (2615.0) 
48 25 52 29 60 (2709.0) 
40 52 36 60 7 (2898.0) 
9 34 52 60 7 (2599.0) 
40 9 66 36 60 (2597.0) 
25 66 60 34 29 (2581.0) 
40 66 60 29 7 (2878.0) 
40 52 34 36 29 (2907.0) 
48 34 60 58 5 (2680.0) 
40 58 3 34 29 (2683.0) 
9 66 52 58 60 (2706.0) 
40 9 52 60 56 (2686.0) 
3 52 29 62 7 (2641.0) 
40 52 5 62 7 (2723.0) 
40 60 58 36 5 (2806.0) 
40 58 36 29 7 (2945.0) 
48 25 66 60 29 (2613.0) 
60 58 52 5 62 (2802.0) 
48 66 29 34 7 (2627.0) 
40 9 58 60 56 (2690.0) 
60 34 36 29 62 (2768.0) 
58 36 5 62 7 (2650.0) 
40 36 5 62 29 (2742.0) 
9 66 52 58 29 (2702.0) 
48 34 58 29 5 (2701.0) 
25 34 52 58 5 (2561.0) 
48 66 60 34 62 (2618.0) 
66 60 5 62 7 (2616.0) 
56 58 36 5 29 (2698.0) 
9 36 52 29 60 (2724.0) 
40 48 36 5 52 (2730.0) 
40 25 52 5 60 (2591.0) 
66 52 34 62 5 (2638.0) 
40 56 34 60 62 (2735.0) 
56 9 34 52 60 (2595.0) 
9 58 52 5 62 (2572.0) 
56 36 5 62 29 (2618.0) 
66 5 58 62 7 (2616.0) 
34 36 5 62 7 (2575.0) 
48 56 58 29 7 (2728.0) 
40 34 3 58 62 (2588.0) 
48 25 36 29 62 (2596.0) 
48 52 58 3 36 (2637.0) 
64 40 58 60 29 (2570.0) 
48 60 58 52 5 (2749.0) 
48 60 36 29 7 (2835.0) 
40 48 58 36 60 (2934.0) 
66 58 29 62 5 (2721.0) 
48 52 36 60 7 (2831.0) 
40 48 34 60 62 (2694.0) 
25 58 29 62 7 (2615.0) 
40 60 5 62 7 (2690.0) 
40 48 58 36 56 (2786.0) 
40 66 3 36 58 (2586.0) 
40 48 66 29 7 (2730.0) 
48 52 34 36 29 (2818.0) 
48 60 66 36 34 (2712.0) 
48 34 58 62 5 (2595.0) 
40 34 5 62 29 (2763.0) 
48 25 36 60 7 (2595.0) 
9 58 60 5 29 (2641.0) 
48 58 36 29 7 (2859.0) 
40 9 52 56 7 (2624.0) 
34 58 36 29 5 (2787.0) 
40 66 36 34 5 (2638.0) 
48 34 60 29 62 (2702.0) 
40 48 36 62 7 (2716.0) 
40 48 5 62 29 (2656.0) 
40 48 52 29 7 (2849.0) 
40 25 66 29 48 (2589.0) 
40 48 34 58 56 (2677.0) 
40 66 58 36 34 (2767.0) 
40 56 34 60 29 (2813.0) 
40 56 58 5 7 (2688.0) 
56 66 5 29 7 (2571.0) 
60 58 36 5 62 (2716.0) 
48 56 66 29 7 (2597.0) 
48 34 60 58 29 (2827.0) 
48 58 5 62 29 (2669.0) 
48 56 58 60 7 (2710.0) 
40 48 66 34 7 (2608.0) 
34 60 5 62 29 (2730.0) 
9 58 52 62 60 (2703.0) 
40 48 66 36 34 (2691.0) 
48 56 34 58 29 (2696.0) 
40 56 3 60 29 (2646.0) 
40 48 66 60 29 (2841.0) 
40 9 36 5 52 (2561.0) 
48 3 36 29 7 (2572.0) 
48 9 58 60 29 (2665.0) 
56 60 52 5 29 (2746.0) 
25 36 60 62 52 (2635.0) 
56 66 60 5 7 (2573.0) 
40 48 3 52 7 (2563.0) 
48 56 52 29 7 (2724.0) 
40 9 36 29 48 (2635.0) 
40 56 34 5 62 (2645.0) 
40 66 5 29 7 (2701.0) 
40 56 58 36 5 (2685.0) 
40 56 58 29 7 (2886.0) 
40 48 66 34 29 (2713.0) 
40 34 60 5 62 (2723.0) 
40 48 34 36 52 (2799.0) 
5 36 29 62 7 (2647.0) 
56 66 58 62 5 (2588.0) 
40 48 66 60 7 (2734.0) 
48 66 52 29 7 (2743.0) 
36 5 60 29 7 (2714.0) 
40 60 3 36 7 (2613.0) 
48 60 34 36 29 (2802.0) 
40 25 36 29 48 (2692.0) 
56 25 58 60 29 (2656.0) 
48 66 60 34 7 (2629.0) 
56 9 52 29 62 (2644.0) 
40 66 3 58 7 (2606.0) 
40 60 36 5 62 (2703.0) 
48 34 5 62 29 (2591.0) 
48 52 34 36 58 (2821.0) 
40 25 34 52 60 (2654.0) 
48 25 34 36 52 (2574.0) 
40 66 58 62 5 (2712.0) 
40 25 52 60 48 (2696.0) 
40 52 36 29 7 (2935.0) 
48 34 36 5 62 (2569.0) 
40 58 3 52 7 (2730.0) 
48 56 58 36 29 (2796.0) 
56 25 58 60 7 (2569.0) 
40 58 3 52 5 (2609.0) 
52 66 36 5 62 (2617.0) 
66 52 29 62 7 (2762.0) 
56 66 58 34 62 (2644.0) 
56 25 58 52 60 (2664.0) 
66 60 34 62 5 (2647.0) 
9 58 52 29 62 (2734.0) 
40 56 58 62 7 (2807.0) 
9 52 60 29 7 (2710.0) 
58 3 52 5 7 (2559.0) 
40 25 66 34 29 (2560.0) 
60 34 52 5 62 (2725.0) 
56 25 52 29 60 (2653.0) 
40 9 58 62 7 (2619.0) 
40 66 58 60 42 (2595.0) 
48 25 58 29 62 (2615.0) 
48 5 60 29 7 (2648.0) 
9 34 60 58 29 (2713.0) 
58 66 60 34 29 (2881.0) 
56 9 52 62 60 (2613.0) 
56 60 58 52 62 (2872.0) 
48 5 29 62 7 (2561.0) 
9 36 29 62 60 (2608.0) 
25 52 60 29 5 (2607.0) 
48 52 36 5 7 (2639.0) 
40 34 3 66 58 (2563.0) 
40 25 34 52 29 (2677.0) 
52 66 36 34 62 (2660.0) 
56 60 52 5 62 (2671.0) 
40 56 66 36 7 (2629.0) 
34 3 60 29 7 (2598.0) 
48 52 36 5 56 (2589.0) 
40 52 36 5 62 (2738.0) 
40 52 29 62 7 (2907.0) 
25 66 52 29 7 (2586.0) 
9 34 60 58 7 (2606.0) 
40 58 3 36 29 (2720.0) 
40 52 36 62 7 (2817.0) 
60 66 58 52 34 (2876.0) 
9 58 36 29 7 (2657.0) 
25 66 52 58 7 (2589.0) 
40 34 52 29 7 (2896.0) 
40 25 66 52 60 (2681.0) 
42 52 58 62 29 (2580.0) 
34 3 52 58 7 (2625.0) 
40 9 36 60 56 (2594.0) 
40 3 52 5 29 (2609.0) 
40 25 34 52 7 (2572.0) 
48 60 66 36 5 (2658.0) 
56 60 34 52 58 (2833.0) 
40 66 52 58 29 (2977.0) 
25 58 36 62 52 (2662.0) 
40 25 58 29 48 (2710.0) 
40 56 3 60 62 (2580.0) 
9 66 36 60 52 (2610.0) 
9 58 36 62 60 (2614.0) 
40 52 36 29 60 (3003.0) 
40 25 52 48 7 (2596.0) 
56 52 36 5 62 (2620.0) 
56 52 29 62 7 (2809.0) 
48 66 52 5 62 (2566.0) 
56 3 52 29 62 (2623.0) 
40 9 66 60 58 (2693.0) 
52 58 3 36 60 (2703.0) 
40 34 52 5 29 (2857.0) 
40 48 66 52 29 (2830.0) 
40 52 36 29 56 (2879.0) 
56 52 58 36 7 (2816.0) 
40 9 34 5 29 (2604.0) 
40 9 58 60 7 (2695.0) 
40 56 66 34 7 (2616.0) 
56 60 58 52 29 (2955.0) 
66 52 58 62 7 (2766.0) 
56 60 3 36 29 (2577.0) 
9 66 58 60 34 (2609.0) 
40 60 34 52 58 (2963.0) 
56 66 52 58 29 (2832.0) 
40 25 58 52 7 (2706.0) 
40 56 58 36 60 (2852.0) 
9 66 29 58 7 (2600.0) 
40 58 3 36 7 (2646.0) 
40 9 58 52 29 (2835.0) 
66 34 3 52 58 (2577.0) 
60 58 3 52 62 (2682.0) 
9 66 52 34 29 (2600.0) 
56 9 66 60 58 (2592.0) 
9 36 60 29 7 (2621.0) 
40 25 66 52 62 (2575.0) 
40 25 66 58 7 (2575.0) 
40 9 56 29 7 (2629.0) 
40 25 36 29 56 (2594.0) 
40 52 58 36 7 (2941.0) 
40 56 66 52 29 (2810.0) 
58 3 36 29 62 (2631.0) 
40 66 52 29 62 (2858.0) 
40 9 34 60 56 (2580.0) 
40 66 3 60 29 (2679.0) 
25 66 36 60 52 (2639.0) 
40 60 66 52 29 (2978.0) 
48 34 60 5 7 (2575.0) 
52 66 36 34 7 (2671.0) 
66 34 52 29 5 (2740.0) 
66 3 60 29 62 (2591.0) 
40 56 34 36 60 (2720.0) 
60 66 3 52 62 (2582.0) 
56 66 60 34 62 (2644.0) 
40 42 60 58 7 (2561.0) 
40 3 36 29 62 (2616.0) 
48 60 66 52 62 (2733.0) 
56 60 66 36 58 (2748.0) 
58 3 29 34 7 (2632.0) 
48 58 52 29 62 (2851.0) 
40 25 58 52 56 (2667.0) 
40 9 36 29 7 (2636.0) 
40 60 34 52 42 (2559.0) 
40 48 34 52 60 (2801.0) 
40 56 66 60 62 (2741.0) 
9 58 5 62 29 (2576.0) 
48 34 29 62 7 (2618.0) 
40 66 36 58 29 (2891.0) 
40 25 58 60 29 (2794.0) 
56 25 58 60 62 (2582.0) 
48 52 34 36 62 (2695.0) 
56 66 58 34 7 (2636.0) 
48 25 52 29 62 (2605.0) 
52 34 36 5 7 (2677.0) 
34 29 58 62 7 (2801.0) 
40 48 3 36 52 (2611.0) 
48 25 36 29 52 (2708.0) 
40 56 58 5 29 (2775.0) 
60 34 36 58 29 (2893.0) 
48 56 58 36 5 (2593.0) 
52 66 36 58 5 (2723.0) 
56 58 36 62 7 (2724.0) 
48 60 52 62 7 (2722.0) 
40 66 5 62 29 (2708.0) 
40 25 58 52 60 (2796.0) 
48 66 52 34 7 (2620.0) 
40 25 58 60 62 (2696.0) 
48 58 3 29 62 (2557.0) 
48 34 60 58 62 (2706.0) 
9 34 36 58 52 (2647.0) 
52 34 3 36 58 (2606.0) 
48 25 66 36 29 (2594.0) 
58 60 29 62 7 (2889.0) 
48 66 36 58 5 (2657.0) 
34 5 52 29 7 (2772.0) 
40 34 60 5 7 (2720.0) 
40 56 66 29 62 (2733.0) 
48 56 34 58 62 (2608.0) 
40 52 66 36 5 (2704.0) 
40 48 66 60 62 (2729.0) 
40 56 66 60 29 (2815.0) 
48 56 66 60 58 (2697.0) 
40 48 36 29 60 (2922.0) 
40 48 58 3 60 (2625.0) 
52 36 5 62 60 (2705.0) 
48 25 58 60 29 (2718.0) 
56 34 5 58 7 (2645.0) 
40 56 34 5 29 (2713.0) 
40 60 34 52 62 (2848.0) 
48 56 34 60 7 (2582.0) 
56 58 60 5 29 (2750.0) 
48 66 34 29 5 (2601.0) 
40 56 60 5 7 (2645.0) 
58 3 5 29 7 (2568.0) 
48 25 58 52 56 (2581.0) 
56 66 58 29 5 (2659.0) 
40 25 36 60 48 (2687.0) 
56 60 36 29 62 (2767.0) 
48 66 60 29 62 (2736.0) 
48 56 58 52 60 (2805.0) 
56 66 36 58 5 (2566.0) 
56 66 29 58 7 (2744.0) 
56 34 60 5 7 (2601.0) 
34 3 52 29 7 (2625.0) 
56 52 66 36 5 (2562.0) 
40 60 3 52 29 (2771.0) 
48 56 34 29 7 (2605.0) 
40 48 52 29 62 (2836.0) 
40 60 36 5 29 (2802.0) 
40 48 58 36 5 (2740.0) 
48 58 3 36 29 (2646.0) 
40 56 66 58 5 (2644.0) 
56 34 58 62 5 (2656.0) 
40 48 34 60 7 (2700.0) 
48 60 66 36 29 (2839.0) 
9 58 52 5 29 (2670.0) 
40 66 58 29 5 (2807.0) 
60 66 52 42 29 (2598.0) 
48 66 36 34 7 (2603.0) 
40 48 58 60 62 (2836.0) 
48 56 58 36 62 (2714.0) 
40 48 66 29 62 (2721.0) 
52 66 36 5 29 (2720.0) 
40 34 5 29 7 (2762.0) 
48 60 36 5 7 (2625.0) 
48 52 66 36 58 (2835.0) 
40 60 66 36 62 (2780.0) 
48 34 60 58 7 (2721.0) 
48 9 34 52 58 (2561.0) 
48 25 66 60 58 (2620.0) 
40 66 58 52 42 (2589.0) 
40 25 36 29 62 (2645.0) 
9 52 60 62 7 (2586.0) 
40 25 34 60 48 (2561.0) 
52 34 36 5 62 (2672.0) 
48 56 60 29 62 (2701.0) 
40 52 42 36 60 (2577.0) 
40 56 66 58 62 (2741.0) 
60 34 3 36 29 (2579.0) 
56 58 3 52 7 (2626.0) 
40 58 52 5 7 (2826.0) 
40 58 52 29 7 (3031.0) 
58 3 36 29 7 (2672.0) 
66 60 29 62 7 (2773.0) 
56 60 58 36 62 (2780.0) 
48 25 52 29 56 (2570.0) 
40 66 52 34 5 (2726.0) 
40 48 34 58 7 (2723.0) 
40 48 60 5 29 (2736.0) 
40 34 58 60 42 (2563.0) 
48 66 36 34 5 (2579.0) 
40 42 29 58 7 (2581.0) 
60 34 36 29 7 (2786.0) 
56 34 58 62 7 (2697.0) 
66 29 52 34 7 (2766.0) 
58 29 66 34 7 (2774.0) 
48 58 52 29 7 (2874.0) 
40 56 66 36 58 (2725.0) 
